Time,CS,foF2,MUFD,fmin,foEs,fminF,fxI,FF,foF2p,minEs,hF,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2013-05-01 08:45:00+00:00,50,9.2,26.85,6.97,,6.97,9.75,,5.87,,329.5,,110.0,20.0,276.5,187.7,113.8,62.4,124.4,28.2,2.92,1.62
2013-05-01 09:00:00+00:00,70,9.475,26.24,6.1,,6.1,10.02,,5.99,,315.0,,110.0,20.0,308.3,206.7,133.8,74.5,139.0,35.5,2.77,1.88
2013-05-01 09:15:00+00:00,50,10.125,26.65,8.15,,8.15,10.68,,6.1,,397.5,,110.0,20.0,317.6,207.8,144.4,78.2,151.6,42.4,2.63,1.74
2013-05-01 09:30:00+00:00,70,9.725,27.48,6.15,,6.15,10.27,,6.2,,333.5,,110.0,20.0,299.3,209.4,113.8,64.2,119.0,32.8,2.83,1.64
2013-05-01 09:45:00+00:00,50,10.075,27.56,6.5,,6.5,10.63,,6.3,,343.5,,110.0,20.0,314.4,214.3,129.7,72.2,132.4,39.2,2.74,1.77
2013-05-01 10:00:00+00:00,50,9.975,27.99,6.88,,6.88,10.52,,6.39,,348.5,,110.0,20.0,299.4,205.5,118.9,65.6,126.2,35.1,2.81,1.56
2013-05-01 10:15:00+00:00,50,10.6,29.24,6.88,,6.88,11.15,,6.46,,337.5,,110.0,20.0,310.2,214.3,124.4,68.5,127.9,41.3,2.76,1.68
2013-05-01 10:30:00+00:00,50,10.925,30.6,6.5,,6.5,11.48,,6.52,,332.0,,110.0,20.0,308.0,220.0,114.7,64.0,116.5,41.3,2.8,1.72
2013-05-01 10:45:00+00:00,50,10.775,31.99,6.5,,6.5,11.32,,6.55,,318.5,,110.0,20.0,284.8,209.0,96.7,54.1,105.9,34.3,2.97,1.47
2013-05-01 11:00:00+00:00,70,11.175,32.51,6.13,,6.13,11.73,,6.57,,311.0,,110.0,20.0,297.0,219.6,101.9,57.5,104.0,39.0,2.91,1.76
2013-05-01 11:15:00+00:00,50,11.275,34.0,6.5,,6.5,11.82,,6.57,,303.5,,110.0,20.0,280.0,209.3,91.7,51.1,100.1,35.5,3.02,1.5
2013-05-01 11:30:00+00:00,50,10.025,32.48,6.5,,6.5,10.57,,6.55,,293.5,,110.0,20.0,249.7,186.9,77.0,43.1,105.3,23.8,3.24,1.09
2013-05-01 11:45:00+00:00,70,10.9,33.44,5.72,,5.72,11.45,,6.52,,301.0,,110.0,20.0,278.1,215.6,81.6,47.3,88.4,31.0,3.07,1.62
2013-05-01 12:00:00+00:00,50,10.625,32.39,6.5,,6.5,11.18,,6.49,,296.0,,110.0,20.0,272.8,199.9,94.4,52.4,102.3,32.0,3.05,1.57
2013-05-01 12:15:00+00:00,50,10.5,31.01,6.45,,6.45,11.05,,6.45,,300.0,,110.0,20.0,284.5,204.3,104.8,58.0,110.1,34.4,2.95,1.69
2013-05-01 12:30:00+00:00,50,10.35,30.37,6.5,,6.5,10.9,,6.41,,306.0,,110.0,20.0,287.3,205.5,106.8,59.1,111.8,34.1,2.93,1.7
2013-05-01 12:45:00+00:00,0,10.275,30.5,4.47,,4.47,10.82,,,,237.5,,110.0,20.0,,,,,,,2.97,
2013-05-01 13:00:00+00:00,50,10.325,30.57,6.5,,6.5,10.88,,6.35,,303.5,,110.0,20.0,283.5,204.8,102.6,56.5,109.4,32.5,2.96,1.62
2013-05-01 13:15:00+00:00,50,10.1,31.17,6.05,,6.05,10.65,,6.34,,306.0,,110.0,20.0,271.1,205.4,82.9,46.5,103.6,26.2,3.09,1.21
2013-05-01 13:30:00+00:00,50,10.275,30.49,6.03,,6.03,10.82,,6.33,,287.5,,110.0,20.0,285.7,206.8,105.9,58.6,110.0,33.1,2.97,1.86
2013-05-01 13:45:00+00:00,70,10.1,30.37,4.78,,4.78,10.65,,6.33,,288.5,,110.0,20.0,287.7,222.3,88.2,50.9,91.1,28.3,3.01,1.94
2013-05-01 14:00:00+00:00,70,10.175,29.38,4.5,,4.5,10.73,,6.35,,276.0,,110.0,20.0,305.7,225.7,110.3,62.1,113.7,34.4,2.89,2.09
2013-05-01 14:15:00+00:00,50,9.9,28.99,6.5,,6.5,10.45,,6.37,,302.5,,110.0,20.0,288.1,207.3,107.4,58.4,113.6,30.7,2.93,1.71
2013-05-01 14:30:00+00:00,50,9.775,29.68,6.18,,6.18,10.32,,6.4,,293.5,,110.0,20.0,277.4,204.1,97.3,53.2,104.5,27.4,3.04,1.67
2013-05-01 14:45:00+00:00,50,10.225,30.13,5.7,,5.7,10.77,,6.43,,277.5,,110.0,20.0,291.6,214.6,104.8,57.2,109.2,32.0,2.95,1.84
2013-05-01 15:00:00+00:00,50,9.6,30.63,5.72,,5.72,10.15,,6.46,,273.5,,110.0,20.0,261.1,201.8,78.3,42.9,94.6,21.6,3.19,1.35
2013-05-01 15:15:00+00:00,70,9.55,31.65,4.5,,4.5,10.1,,6.49,,268.5,,110.0,20.0,256.3,212.0,60.0,34.6,76.0,17.7,3.31,1.29
2013-05-01 15:30:00+00:00,70,9.425,30.39,4.15,,4.15,9.98,,6.51,,261.0,,110.0,20.0,265.2,215.2,68.6,38.9,77.2,19.0,3.22,1.68
2013-05-01 15:45:00+00:00,70,9.45,29.53,3.45,,3.45,10.0,,6.52,,248.5,,110.0,20.0,277.3,219.5,80.9,45.1,82.9,21.7,3.13,2.12
2013-05-01 16:00:00+00:00,70,9.025,29.06,2.65,3.0,3.7,9.57,,6.52,2.65,261.0,120.0,110.0,20.0,268.3,219.9,67.3,38.0,74.6,17.0,3.22,1.75
2013-05-01 16:15:00+00:00,70,9.175,28.61,3.42,,3.42,9.73,,6.5,,256.0,,110.0,20.0,280.7,224.8,78.5,43.5,80.8,19.8,3.12,2.07
2013-05-01 16:30:00+00:00,70,9.05,27.9,3.33,,3.33,9.6,,6.46,,250.0,,110.0,20.0,284.5,223.9,85.6,46.9,85.8,20.5,3.08,2.23
2013-05-01 16:45:00+00:00,70,8.65,27.68,2.88,,2.88,9.2,,6.41,,248.5,,110.0,20.0,274.6,225.1,70.1,38.5,72.6,15.5,3.2,2.02
2013-05-01 17:00:00+00:00,70,8.875,28.05,1.67,1.92,2.67,9.43,,6.33,1.75,246.0,113.0,110.0,20.0,279.4,228.6,71.6,39.1,73.6,16.5,3.16,2.06
2013-05-01 17:15:00+00:00,70,8.625,27.13,2.65,,2.65,9.18,,6.24,,236.0,,110.0,20.0,282.9,228.9,77.0,41.3,75.2,16.1,3.15,2.36
2013-05-01 17:30:00+00:00,70,8.525,25.36,2.42,,2.42,9.07,,6.14,,231.0,,110.0,20.0,309.1,238.1,100.7,53.6,92.9,20.0,2.97,2.99
2013-05-01 17:45:00+00:00,50,7.975,24.15,1.73,1.95,2.45,8.52,,6.02,1.73,236.0,107.0,110.0,20.0,306.1,246.9,84.0,44.6,77.5,14.6,3.03,2.95
2013-05-01 18:00:00+00:00,100,7.85,23.51,2.78,,2.78,8.4,,5.89,,246.0,,110.0,20.0,313.4,256.3,81.1,43.1,74.0,13.6,3.0,3.11
2013-05-01 18:15:00+00:00,100,7.975,22.56,1.73,1.92,2.45,8.52,,5.75,1.73,241.0,108.0,110.0,20.0,341.3,265.9,106.6,56.8,95.1,18.3,2.83,3.51
2013-05-01 18:30:00+00:00,100,7.7,21.93,2.5,,2.5,8.25,,5.62,,249.5,,110.0,20.0,340.2,270.8,98.2,52.3,88.1,15.7,2.85,3.41
2013-05-01 18:45:00+00:00,100,7.025,21.14,2.63,,2.63,7.57,,5.48,,262.0,,110.0,20.0,315.3,268.2,67.1,35.7,61.6,9.0,3.01,3.02
2013-05-01 19:00:00+00:00,100,7.425,20.98,2.47,,2.47,7.97,,5.34,,262.0,,110.0,20.0,346.8,280.0,94.8,50.4,85.6,14.1,2.83,3.29
2013-05-01 19:15:00+00:00,100,6.925,19.56,2.6,,2.6,7.47,,5.21,,273.5,,110.0,20.0,349.0,285.8,89.8,47.9,81.3,11.7,2.82,3.24
2013-05-01 19:30:00+00:00,100,6.725,18.25,2.47,,2.47,7.28,,5.09,,289.5,,110.0,20.0,368.9,299.7,98.6,52.3,90.5,12.1,2.71,2.99
2013-05-01 19:45:00+00:00,100,6.75,17.51,2.53,,2.53,7.3,,4.97,,309.5,,110.0,20.0,390.4,318.3,103.5,54.4,98.1,12.8,2.6,2.52
2013-05-01 20:00:00+00:00,100,6.75,17.71,2.47,,2.47,7.3,,4.86,,317.0,,110.0,20.0,391.7,320.8,101.9,53.6,96.9,12.6,2.62,2.49
2013-05-01 20:15:00+00:00,100,6.675,17.68,2.75,,2.75,7.22,,4.75,,329.5,,110.0,20.0,388.7,323.7,93.8,49.2,90.8,11.4,2.65,2.29
2013-05-01 20:30:00+00:00,100,6.4,17.39,3.08,,3.08,6.95,,4.66,,334.5,,110.0,20.0,373.0,316.6,81.8,42.5,80.8,9.1,2.72,2.09
2013-05-01 20:45:00+00:00,100,6.5,17.12,2.63,,2.63,7.05,,4.56,,320.0,,110.0,20.0,388.5,319.8,98.6,52.0,93.4,11.4,2.63,2.55
2013-05-01 21:00:00+00:00,100,6.425,16.68,2.47,3.35,3.4,6.97,,4.48,2.47,342.0,106.0,110.0,20.0,395.0,328.1,96.5,50.7,93.0,10.9,2.6,2.34
2013-05-01 21:15:00+00:00,100,6.225,16.91,3.25,3.88,5.07,6.78,,4.39,3.25,389.5,107.0,110.0,20.0,377.7,320.5,83.0,43.1,82.3,8.8,2.72,2.07
2013-05-01 21:30:00+00:00,100,4.0,13.07,3.4,,3.4,4.55,,4.31,,337.0,,110.0,20.0,292.9,265.8,39.2,19.8,42.2,1.7,3.27,1.56
2013-05-01 21:45:00+00:00,100,6.175,16.43,2.47,3.33,3.25,6.72,,4.23,2.47,344.5,100.0,110.0,20.0,386.7,324.1,90.6,47.3,88.5,9.4,2.66,2.2
2013-05-01 22:00:00+00:00,100,6.0,15.91,2.63,,2.63,6.55,,4.16,,337.0,,110.0,20.0,388.3,324.9,91.7,48.0,89.5,9.0,2.65,2.21
2013-05-01 22:15:00+00:00,100,3.9,12.1,3.08,,3.08,4.45,,4.08,,352.0,,110.0,20.0,314.9,281.0,49.3,24.7,53.9,2.0,3.1,1.48
2013-05-01 22:30:00+00:00,100,5.35,14.32,3.25,,3.25,5.9,,4.01,,360.0,,110.0,20.0,381.6,321.9,86.5,45.0,86.1,6.8,2.68,2.05
2013-05-01 22:45:00+00:00,100,5.525,14.27,1.73,1.92,2.67,6.07,,3.94,1.73,345.0,102.0,110.0,20.0,399.5,329.4,101.0,53.2,97.4,8.4,2.58,2.35
2013-05-01 23:00:00+00:00,100,5.125,14.35,2.45,2.97,2.92,5.68,,3.87,2.45,343.5,102.0,110.0,20.0,360.8,309.8,74.1,38.2,75.1,5.3,2.8,1.91
2013-05-01 23:15:00+00:00,100,5.35,14.37,2.42,3.17,3.4,5.9,,3.81,2.42,347.0,102.0,110.0,20.0,376.8,317.2,86.0,45.1,84.2,6.7,2.69,2.2
2013-05-01 23:30:00+00:00,100,5.225,14.2,2.42,3.55,3.78,5.78,,3.74,2.42,359.5,101.0,110.0,20.0,371.1,313.6,83.0,43.4,81.9,6.2,2.72,2.13
2013-05-01 23:45:00+00:00,100,4.525,13.3,2.42,3.33,3.4,5.07,,3.68,2.42,335.0,102.0,110.0,20.0,332.7,288.6,63.6,33.2,63.4,3.6,2.94,2.07
2013-05-02 00:00:00+00:00,100,6.45,17.92,2.5,4.07,4.78,7.0,,3.61,2.5,452.0,100.0,110.0,20.0,374.5,329.9,66.8,32.1,76.9,7.3,2.78,1.17
2013-05-02 00:15:00+00:00,100,5.275,13.77,3.17,4.6,4.75,5.82,,3.55,3.17,446.0,100.0,110.0,20.0,398.4,331.5,96.8,50.4,96.1,7.4,2.61,2.07
2013-05-02 00:30:00+00:00,0,,,3.85,5.2,,,,,3.85,,100.0,,,,,,,,,,
2013-05-02 00:45:00+00:00,100,5.2,13.71,3.13,,3.13,5.75,,3.44,,336.0,,110.0,20.0,386.5,318.6,97.7,51.8,93.4,7.3,2.64,2.47
2013-05-02 01:00:00+00:00,100,5.2,14.2,2.45,3.3,3.5,5.75,,3.38,2.45,347.5,98.0,110.0,20.0,366.9,309.2,83.4,43.6,82.1,6.2,2.73,2.15
2013-05-02 01:15:00+00:00,0,,,2.45,4.2,,,,,2.45,,97.0,,,,,,,,,,
2013-05-02 01:30:00+00:00,0,,,2.42,4.18,,,,,2.42,,101.0,,,,,,,,,,
2013-05-02 01:45:00+00:00,100,4.475,13.07,2.47,,2.47,5.03,,3.29,,291.0,,110.0,20.0,332.6,279.8,75.5,40.3,70.6,4.2,2.92,2.77
2013-05-02 02:00:00+00:00,100,4.225,11.79,1.8,2.28,3.08,4.78,,3.29,1.8,343.5,101.0,110.0,20.0,351.1,295.1,80.6,42.2,80.2,4.0,2.79,2.09
2013-05-02 02:15:00+00:00,100,4.475,11.48,1.5,1.88,3.1,5.03,,3.31,1.5,377.0,101.0,110.0,20.0,395.1,318.9,109.5,57.7,108.1,6.0,2.56,2.18
2013-05-02 02:30:00+00:00,100,4.425,11.6,2.47,,2.47,4.97,,3.36,,348.5,,110.0,20.0,381.3,308.6,104.2,54.8,104.6,5.6,2.62,2.07
2013-05-02 02:45:00+00:00,100,4.375,11.96,1.33,2.7,2.6,4.93,,3.42,1.33,342.0,101.0,110.0,20.0,353.2,291.2,88.3,45.9,94.5,4.7,2.73,1.7
2013-05-02 03:00:00+00:00,50,3.9,11.52,2.47,3.63,3.42,4.45,,3.52,2.47,377.5,101.0,110.0,20.0,304.9,252.1,73.3,38.6,79.0,3.2,2.95,1.76
2013-05-02 03:15:00+00:00,70,4.225,11.47,2.47,,2.47,4.78,,3.63,,350.0,,110.0,20.0,344.4,272.3,98.8,53.2,113.5,5.2,2.71,1.52
2013-05-02 03:30:00+00:00,70,4.55,12.74,2.47,,2.47,5.1,,3.77,,331.0,,110.0,20.0,325.4,255.0,95.3,53.0,105.5,6.0,2.8,1.67
2013-05-02 03:45:00+00:00,70,4.65,13.99,2.92,,2.92,5.2,,3.92,,321.0,,110.0,20.0,289.8,224.7,84.1,47.3,106.0,5.7,3.01,1.32
2013-05-02 04:00:00+00:00,70,4.725,14.69,3.05,,3.05,5.28,,4.08,,295.0,,110.0,20.0,269.1,206.7,77.9,44.8,103.8,5.6,3.11,1.25
2013-05-02 04:15:00+00:00,70,5.45,15.29,2.75,,2.75,6.0,,4.25,,264.5,,110.0,20.0,310.8,217.8,126.7,70.6,134.8,11.2,2.81,2.06
2013-05-02 04:30:00+00:00,50,5.275,16.56,2.5,3.0,3.72,5.82,,4.42,2.5,289.5,117.0,110.0,20.0,256.0,188.4,84.3,48.0,104.0,7.3,3.14,1.46
2013-05-02 04:45:00+00:00,70,5.625,16.32,4.03,,4.03,6.18,,4.58,,283.5,,110.0,20.0,294.8,196.7,132.4,73.3,144.1,12.3,2.9,1.99
2013-05-02 05:00:00+00:00,70,5.45,16.07,4.28,,4.28,6.0,,4.73,,346.0,,110.0,20.0,268.0,184.5,99.1,56.5,127.2,9.2,2.95,1.33
2013-05-02 05:30:00+00:00,70,5.95,17.9,4.6,,4.6,6.5,,4.98,,362.0,,110.0,20.0,264.4,183.3,91.0,52.9,136.6,10.3,3.01,1.06
2013-05-02 05:45:00+00:00,100,3.8,15.79,3.42,,3.42,4.35,,5.08,,215.0,,110.0,20.0,160.0,127.7,33.3,21.1,54.1,1.9,4.15,1.31
2013-05-02 06:00:00+00:00,70,6.15,20.89,4.7,,4.7,6.7,,5.16,,312.0,,110.0,20.0,229.1,168.1,64.0,38.7,105.8,8.2,3.4,1.0
2013-05-02 06:15:00+00:00,100,5.725,19.6,4.07,,4.07,6.28,,5.22,,281.0,,110.0,20.0,222.0,161.7,63.7,40.3,103.8,7.4,3.42,1.06
2013-05-02 06:30:00+00:00,70,6.788,19.42,4.57,,4.57,7.32,,5.28,,305.0,,110.0,20.0,287.1,192.8,108.3,69.6,140.9,17.0,2.87,1.71
2013-05-02 06:45:00+00:00,70,7.125,22.07,5.72,,5.72,7.68,,5.32,,301.0,,110.0,20.0,255.2,173.5,106.0,59.2,117.3,16.0,3.1,1.82
2013-05-02 07:00:00+00:00,100,7.225,22.86,3.88,,3.88,7.78,,5.36,,224.5,,110.0,20.0,254.1,177.8,100.5,57.1,109.2,15.9,3.16,1.96
2013-05-02 07:15:00+00:00,70,7.475,23.0,5.32,,5.32,8.02,,5.4,,302.5,,110.0,20.0,260.8,180.3,99.7,56.8,113.6,17.1,3.08,1.6
2013-05-02 07:30:00+00:00,70,7.95,26.4,4.65,,4.65,8.5,,5.45,,268.5,,110.0,20.0,241.7,184.7,69.9,42.3,85.4,14.7,3.32,1.49
2013-05-02 07:45:00+00:00,50,7.75,26.49,6.7,,6.7,8.3,,5.51,,278.5,,110.0,20.0,216.9,156.9,78.0,43.1,91.0,13.8,3.42,1.67
2013-05-02 08:00:00+00:00,70,7.05,25.38,6.05,,6.05,7.6,,5.59,,268.5,,110.0,20.0,198.4,146.1,63.9,35.7,86.4,9.6,3.6,1.31
2013-05-02 08:15:00+00:00,100,7.4,24.72,4.53,,4.53,7.95,,5.67,,232.0,,110.0,20.0,231.7,167.3,80.6,47.2,91.8,13.9,3.34,1.76
2013-05-02 08:30:00+00:00,50,7.9,23.88,6.75,,6.75,8.45,,5.77,,354.5,,110.0,20.0,248.2,167.9,99.6,55.0,121.8,18.3,3.02,1.42
2013-05-02 08:45:00+00:00,70,7.625,25.01,6.07,,6.07,8.2,0.03,5.87,,297.0,,110.0,20.0,228.0,158.7,83.5,46.9,108.8,14.6,3.28,1.32
2013-05-02 09:15:00+00:00,50,7.2,23.76,6.95,,6.95,7.82,0.08,6.1,,337.5,,110.0,20.0,204.3,146.7,74.7,41.7,87.0,11.5,3.3,1.74
2013-05-02 09:30:00+00:00,50,7.7,21.82,6.75,,6.75,8.25,,6.2,,377.5,,110.0,20.0,275.0,175.0,128.4,71.5,143.2,22.3,2.83,1.75
2013-05-02 09:45:00+00:00,50,7.65,24.41,6.53,,6.53,8.2,,6.3,,348.5,,110.0,20.0,231.5,157.9,87.4,48.6,125.8,15.3,3.19,1.15
2013-05-02 10:00:00+00:00,50,8.175,24.81,6.22,,6.22,8.73,,6.39,,307.0,,110.0,20.0,261.2,174.5,109.6,61.6,121.1,21.8,3.03,1.71
2013-05-02 10:15:00+00:00,50,8.4,25.16,6.95,,6.95,8.98,0.03,6.46,,333.5,,110.0,20.0,260.2,173.6,110.6,61.3,123.7,22.9,2.99,1.67
2013-05-02 10:30:00+00:00,50,8.425,25.99,6.5,,6.5,9.0,0.03,6.52,,307.5,,110.0,20.0,253.2,172.7,100.6,56.2,114.5,21.3,3.09,1.58
2013-05-02 10:45:00+00:00,50,8.45,26.93,6.3,,6.3,9.0,,6.55,,291.0,,110.0,20.0,243.2,169.6,90.6,50.9,107.9,19.5,3.19,1.46
2013-05-02 11:00:00+00:00,50,8.25,25.81,6.47,,6.47,8.8,,6.57,,299.5,,110.0,20.0,245.4,167.6,97.5,54.3,112.6,19.7,3.13,1.57
2013-05-02 11:15:00+00:00,50,8.8,25.21,6.47,,6.47,9.35,,6.57,,323.5,,110.0,20.0,285.8,189.0,124.3,69.2,133.1,28.4,2.87,1.75
2013-05-02 11:30:00+00:00,50,8.95,27.44,6.97,,6.97,9.5,,6.55,,312.5,,110.0,20.0,256.9,176.0,104.1,57.3,115.3,24.4,3.07,1.66
2013-05-02 11:45:00+00:00,50,8.975,27.49,6.47,,6.47,9.52,,6.52,,301.0,,110.0,20.0,260.3,181.4,99.1,55.1,112.1,23.8,3.06,1.53
2013-05-02 12:00:00+00:00,50,9.15,28.7,6.97,,6.97,9.7,,6.49,,316.0,,110.0,20.0,250.5,176.6,91.6,50.2,113.7,22.6,3.14,1.3
2013-05-02 12:15:00+00:00,70,9.075,29.4,6.13,,6.13,9.63,,6.45,,281.0,,110.0,20.0,245.1,179.9,81.2,45.8,99.0,20.5,3.24,1.37
2013-05-02 12:30:00+00:00,50,8.975,28.33,6.47,,6.47,9.52,,6.41,,293.5,,110.0,20.0,250.6,178.6,90.6,50.2,106.3,21.8,3.16,1.45
2013-05-02 12:45:00+00:00,50,9.4,29.45,6.13,,6.13,9.98,0.03,6.38,,290.0,,110.0,20.0,258.4,189.1,87.5,49.1,101.4,23.5,3.13,1.45
2013-05-02 13:00:00+00:00,50,9.25,29.66,6.13,,6.13,9.8,,6.35,,277.5,,110.0,20.0,249.5,183.3,84.3,47.0,98.5,21.8,3.21,1.47
2013-05-02 13:15:00+00:00,50,8.9,28.97,6.15,,6.15,9.45,,6.34,,272.5,,110.0,20.0,244.2,178.6,84.2,47.0,96.6,20.0,3.26,1.57
2013-05-02 13:30:00+00:00,50,8.475,27.87,6.03,,6.03,9.02,,6.33,,277.5,,110.0,20.0,239.1,175.0,80.7,45.1,97.7,17.5,3.29,1.43
2013-05-02 13:45:00+00:00,70,8.4,25.84,4.53,,4.53,8.95,,6.33,,261.0,,110.0,20.0,269.2,197.7,93.6,54.0,99.2,20.6,3.08,1.91
