Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2013-04-01 00:00:00+00:00,100,3.575,,11.61,2.6,,2.6,,,4.13,,,3.17,,307.5,,,,110.0,20.0,296.3,267.6,41.4,21.2,43.8,1.5,3.25,1.69
2013-04-01 00:15:00+00:00,100,3.975,,12.28,2.58,,2.58,,,4.53,,,3.14,,310.0,,,,110.0,20.0,315.0,278.5,52.7,27.4,53.4,2.3,3.09,1.95
2013-04-01 00:30:00+00:00,100,3.925,,12.29,2.8,,2.8,,,4.47,,,3.11,,310.0,,,,110.0,20.0,308.9,273.6,50.8,26.6,50.9,2.2,3.13,2.05
2013-04-01 00:45:00+00:00,100,4.475,,12.96,2.42,,2.42,,,5.03,,,3.08,,291.0,,,,110.0,20.0,338.4,285.2,75.8,40.8,68.6,4.2,2.9,3.3
2013-04-01 01:00:00+00:00,100,4.55,,13.17,1.73,2.08,2.42,,,5.15,0.05,,3.05,1.73,292.5,,,96.0,110.0,20.0,338.2,285.7,74.9,40.2,68.4,4.3,2.89,3.13
2013-04-01 01:15:00+00:00,100,4.225,,13.32,2.65,,2.65,,,4.78,,,3.01,,283.5,,,,110.0,20.0,301.5,266.9,49.7,26.3,48.1,2.5,3.15,2.36
2013-04-01 01:30:00+00:00,100,3.875,,12.84,1.52,2.25,2.63,,,4.43,,,2.98,1.52,274.5,,,97.0,110.0,20.0,282.7,255.6,39.0,20.5,38.8,1.6,3.31,2.12
2013-04-01 01:45:00+00:00,100,4.225,,13.11,1.75,2.25,3.55,,,4.78,,,2.95,1.75,318.5,,,97.0,110.0,20.0,309.5,273.1,52.5,27.4,52.7,2.6,3.1,2.03
2013-04-01 02:00:00+00:00,100,3.8,,13.19,1.73,1.95,2.78,,,4.35,,,2.93,1.73,276.0,,,97.0,110.0,20.0,271.4,248.7,32.8,17.0,33.6,1.3,3.47,1.88
2013-04-01 02:15:00+00:00,100,4.275,,13.44,2.45,,2.45,,,4.82,,,2.93,,258.5,,,,110.0,20.0,299.5,257.9,59.0,32.1,51.9,3.0,3.14,3.94
2013-04-01 02:30:00+00:00,100,4.125,,12.31,1.33,1.92,2.55,,,4.68,,,2.94,1.33,263.5,,,97.0,110.0,20.0,320.1,267.2,74.9,41.0,64.5,3.6,2.98,4.5
2013-04-01 02:45:00+00:00,100,3.875,,12.39,2.45,,2.45,,,4.45,0.03,,2.98,,260.0,,,,110.0,20.0,288.5,251.0,53.4,28.8,48.0,2.2,3.2,3.43
2013-04-01 03:00:00+00:00,100,3.85,,11.56,2.15,,2.15,,,4.4,,,3.04,,245.0,,,,110.0,20.0,314.7,253.5,86.3,47.7,71.2,3.6,3.0,6.0
2013-04-01 03:15:00+00:00,100,4.475,,13.16,2.6,,2.6,,,5.03,,,3.13,,277.0,,,,110.0,20.0,317.6,265.1,74.9,40.1,70.2,4.2,2.94,2.78
2013-04-01 03:30:00+00:00,100,3.725,,10.96,1.7,,1.7,,,4.28,,,3.24,,227.5,,,,110.0,20.0,307.1,237.6,97.9,52.0,86.6,3.7,2.94,3.63
2013-04-01 03:45:00+00:00,70,3.5,,11.35,1.88,,1.88,,,4.05,,,3.38,,251.0,,,,110.0,20.0,273.7,230.5,60.6,32.8,61.3,2.2,3.24,2.19
2013-04-01 04:00:00+00:00,70,4.375,,14.35,2.63,,2.63,,,4.93,,,3.54,,255.0,,,,110.0,20.0,265.0,219.5,63.5,34.3,66.4,3.6,3.28,1.99
2013-04-01 04:15:00+00:00,100,5.05,,16.61,2.1,,2.1,,,5.6,,,3.72,,226.0,,,,110.0,20.0,260.1,206.0,76.8,42.2,74.1,5.7,3.29,2.64
2013-04-01 04:30:00+00:00,100,5.625,,19.25,1.7,1.9,2.55,1.7,1.8,6.18,,0.17,3.91,1.83,220.0,,137.5,137.0,106.9,16.7,237.8,192.4,61.2,34.4,69.6,6.0,3.42,1.73
2013-04-01 04:45:00+00:00,70,6.275,,21.49,2.97,,2.97,,,6.9,0.08,,4.1,,227.5,,,,110.0,20.0,240.6,194.7,63.9,35.7,69.1,7.6,3.42,1.91
2013-04-01 05:00:00+00:00,70,6.875,,23.96,1.7,1.88,2.97,1.7,1.88,7.43,,0.03,4.28,1.7,227.5,,115.0,115.0,102.3,12.2,234.5,193.1,56.8,32.3,65.3,8.4,3.49,1.65
2013-04-01 05:15:00+00:00,70,6.975,,25.8,3.25,,3.25,,,7.63,0.1,,4.46,,233.5,,,,110.0,20.0,221.4,191.7,39.2,23.4,55.5,6.6,3.7,1.09
2013-04-01 05:30:00+00:00,70,7.375,,26.71,3.45,,3.45,,,7.95,0.03,,4.61,,231.0,,,,110.0,20.0,224.2,189.6,46.1,27.0,61.0,8.3,3.62,1.24
2013-04-01 05:45:00+00:00,70,7.5,,26.84,3.85,,3.85,,,8.07,0.03,,4.75,,230.0,,,,110.0,20.0,223.8,183.5,53.7,31.0,66.7,9.7,3.58,1.44
2013-04-01 06:00:00+00:00,70,7.575,,27.7,2.85,3.1,4.0,,,8.13,,,4.86,2.85,232.5,,,140.0,110.0,20.0,217.4,181.3,46.4,27.5,65.3,8.9,3.66,1.13
2013-04-01 06:15:00+00:00,70,7.75,,29.13,4.25,,4.25,,,8.3,,,4.96,,231.0,,,,110.0,20.0,210.3,177.3,41.3,24.8,63.0,8.5,3.76,1.0
2013-04-01 06:30:00+00:00,50,7.15,,25.87,2.45,2.8,4.97,2.45,2.81,7.7,,0.03,5.04,2.45,227.5,,112.5,112.5,101.7,11.4,205.8,155.1,63.6,36.3,81.1,10.1,3.62,1.43
2013-04-01 06:45:00+00:00,0,7.55,3.63,26.28,2.45,2.97,3.45,2.45,2.98,8.1,,0.03,,,207.5,217.0,107.5,107.5,104.9,14.6,,,,,,,3.48,
2013-04-01 07:00:00+00:00,100,7.163,3.85,26.33,3.5,,3.5,,,7.82,0.13,,5.19,,201.0,238.5,,,110.0,20.0,220.0,186.9,35.8,25.5,62.6,7.5,3.68,1.01
