Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fxI,FF,foF2p,minEs,hF,hF2,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2012-08-01 11:45:00+00:00,0,9.225,,37.65,7.22,,7.22,9.77,,,,94.0,,,110.0,20.0,,,,,,,4.08,
2012-08-01 12:15:00+00:00,50,9.175,,25.95,4.3,4.88,6.2,9.73,,5.68,4.3,308.0,,105.0,110.0,20.0,303.1,199.9,138.0,76.6,145.9,34.0,2.83,1.96
2012-08-01 12:30:00+00:00,50,8.425,,26.09,5.5,6.1,6.53,8.98,,5.64,5.5,318.0,,105.0,110.0,20.0,251.3,174.1,94.9,52.7,115.1,20.1,3.1,1.38
2012-08-01 12:45:00+00:00,50,8.975,,27.0,6.18,,6.18,9.52,,5.6,,324.0,,,110.0,20.0,271.1,192.3,96.7,54.4,113.6,23.8,3.01,1.37
2012-08-01 13:00:00+00:00,50,8.9,,26.65,6.22,,6.22,9.45,,5.56,,307.0,,,110.0,20.0,272.6,189.8,105.6,58.8,115.4,24.9,2.99,1.63
2012-08-01 13:15:00+00:00,50,8.825,,26.4,6.25,,6.25,9.38,,5.53,,315.0,,,110.0,20.0,271.4,190.1,101.9,56.6,115.3,23.8,2.99,1.49
2012-08-01 13:30:00+00:00,50,8.825,,26.16,6.03,,6.03,9.38,,5.51,,308.0,,,110.0,20.0,275.3,193.7,103.6,57.8,113.5,24.2,2.96,1.6
2012-08-01 13:45:00+00:00,50,8.775,,26.87,6.57,,6.57,9.32,,5.5,,308.0,,,110.0,20.0,261.2,183.7,99.7,54.7,111.7,22.5,3.06,1.59
2012-08-01 14:00:00+00:00,70,8.725,,26.56,5.8,,5.8,9.27,,5.5,,293.0,,,110.0,20.0,267.9,192.2,97.4,54.4,107.1,22.3,3.04,1.64
2012-08-01 14:15:00+00:00,70,8.5,,26.26,5.55,,5.55,9.05,,5.51,,294.0,,,110.0,20.0,264.2,193.1,90.1,50.8,102.7,19.9,3.09,1.52
2012-08-01 14:30:00+00:00,70,8.1,,25.28,5.78,,5.78,8.65,,5.54,,289.0,,,110.0,20.0,256.9,183.9,93.8,52.0,106.0,18.3,3.12,1.6
2012-08-01 14:45:00+00:00,70,8.475,,23.72,5.18,,5.18,9.02,,5.58,,279.0,,,110.0,20.0,316.5,208.7,148.9,82.0,161.1,30.8,2.8,2.07
2012-08-01 15:00:00+00:00,50,8.475,,24.92,5.7,,5.7,9.02,,5.63,,308.0,,,110.0,20.0,285.5,203.7,107.5,59.3,114.8,22.9,2.94,1.74
2012-08-01 15:15:00+00:00,70,8.4,,25.64,4.3,,4.3,8.95,,5.68,,284.0,,,110.0,20.0,279.5,215.7,84.0,48.6,90.9,18.8,3.05,1.76
2012-08-01 15:30:00+00:00,50,8.7,,26.78,6.72,,6.72,9.25,,5.74,,298.0,,,110.0,20.0,267.9,194.7,99.1,53.7,106.6,21.6,3.08,1.83
2012-08-01 15:45:00+00:00,70,8.575,,26.73,4.68,,4.68,9.13,,5.8,,279.0,,,110.0,20.0,271.5,210.2,82.1,46.0,90.2,18.5,3.12,1.7
2012-08-01 16:00:00+00:00,70,8.7,,27.35,4.07,,4.07,9.25,,5.86,,275.0,,,110.0,20.0,274.1,218.7,75.6,42.8,82.6,17.8,3.14,1.77
2012-08-01 16:15:00+00:00,50,8.65,,27.58,4.47,,4.47,9.2,,5.91,,265.0,,,110.0,20.0,267.4,212.3,74.9,41.4,86.3,17.0,3.19,1.54
2012-08-01 16:45:00+00:00,50,8.7,,28.07,4.6,,4.6,9.25,,5.96,,254.0,,,110.0,20.0,263.9,211.1,73.3,39.5,82.1,16.2,3.23,1.63
2012-08-01 17:15:00+00:00,70,8.85,,29.1,3.4,,3.4,9.4,,5.95,,249.0,,,110.0,20.0,266.6,225.4,58.8,31.7,64.6,13.5,3.29,1.66
2012-08-01 17:30:00+00:00,50,8.725,,29.44,6.53,,6.53,9.27,,5.91,,274.0,,,110.0,20.0,254.3,214.5,56.4,29.2,60.3,11.9,3.37,1.7
2012-08-01 17:45:00+00:00,50,8.3,,28.91,7.6,,7.6,8.85,,5.86,,293.0,,,110.0,20.0,248.0,218.0,43.0,22.4,44.3,8.2,3.48,1.89
2012-08-01 18:00:00+00:00,50,8.65,,29.46,3.55,,3.55,9.2,,5.79,,239.0,,,110.0,20.0,266.5,235.3,44.8,23.6,44.1,9.3,3.4,2.21
2012-08-01 18:15:00+00:00,100,8.325,,28.36,3.33,,3.33,8.88,,5.7,,225.0,,,110.0,20.0,264.2,230.4,48.0,25.7,43.4,9.1,3.41,3.29
2012-08-01 18:30:00+00:00,100,8.125,,27.84,3.4,,3.4,8.68,,5.6,,234.0,,,110.0,20.0,265.2,235.9,41.7,22.3,37.7,7.5,3.43,3.27
2012-08-01 18:45:00+00:00,100,7.475,,25.45,3.4,,3.4,8.02,,5.49,,230.0,,,110.0,20.0,267.7,235.2,46.1,24.9,40.8,7.1,3.4,3.75
2012-08-01 19:00:00+00:00,100,6.625,,22.53,3.67,,3.67,7.18,,5.37,,230.0,,,110.0,20.0,266.9,235.2,45.0,24.4,39.7,5.5,3.4,3.81
2012-08-01 19:15:00+00:00,100,4.475,,17.04,3.33,,3.33,5.05,0.03,5.24,,235.0,,,110.0,20.0,236.0,221.5,21.0,11.0,20.8,1.2,3.81,2.12
2012-08-01 19:30:00+00:00,100,6.575,,18.08,3.42,,3.42,7.13,,5.11,,275.0,,,110.0,20.0,365.2,295.3,99.1,53.7,87.1,11.8,2.75,3.92
2012-08-01 19:45:00+00:00,100,5.55,,17.58,4.7,,4.7,6.1,,4.99,,325.0,,,110.0,20.0,305.1,270.7,49.9,25.9,49.7,4.2,3.17,2.03
2012-08-01 20:00:00+00:00,100,6.575,,18.5,2.7,,2.7,7.13,,4.86,,275.0,,,110.0,20.0,349.2,287.1,88.2,47.2,79.3,10.4,2.81,3.38
2012-08-01 20:15:00+00:00,100,5.15,,16.91,4.05,,4.05,5.7,,4.73,,309.0,,,110.0,20.0,290.7,263.5,39.6,20.2,41.0,2.9,3.28,1.77
2012-08-01 20:30:00+00:00,100,4.525,,10.16,4.4,,4.4,5.07,,4.61,,635.0,,,110.0,20.0,457.2,366.6,130.8,68.1,131.3,7.3,2.25,2.02
2012-08-01 20:45:00+00:00,100,6.525,,18.21,3.4,,3.4,7.07,,4.49,,295.0,,,110.0,20.0,355.8,297.4,83.3,44.6,75.9,9.8,2.79,3.14
2012-08-01 21:00:00+00:00,100,6.625,,18.59,3.5,,3.5,7.25,0.08,4.37,,309.0,,,110.0,20.0,356.5,301.2,79.4,42.1,75.0,9.6,2.81,2.6
2012-08-01 21:15:00+00:00,0,4.5,,21.05,2.85,,2.85,5.05,,,,110.0,,,110.0,20.0,,,,,,,4.68,
2012-08-01 21:30:00+00:00,100,6.525,,18.77,4.65,,4.65,7.07,,4.16,,320.0,,,110.0,20.0,339.7,295.0,64.7,33.8,63.2,7.5,2.88,2.19
2012-08-01 21:45:00+00:00,100,6.625,,18.48,2.88,,2.88,7.18,,4.06,,295.0,,,110.0,20.0,347.7,296.0,74.4,39.1,71.0,8.9,2.79,2.45
2012-08-01 22:00:00+00:00,100,6.7,,18.67,2.97,,2.97,7.25,,3.97,,304.0,,,110.0,20.0,359.4,301.5,82.8,44.0,76.7,10.2,2.79,2.86
2012-08-01 22:15:00+00:00,100,6.725,,19.09,3.42,,3.42,7.28,,3.88,,315.0,,,110.0,20.0,348.2,301.1,68.3,35.5,67.3,8.4,2.84,2.12
2012-08-01 22:30:00+00:00,100,6.625,,18.8,3.42,,3.42,7.18,,3.8,,325.0,,,110.0,20.0,358.3,307.5,73.6,38.4,72.1,8.8,2.84,2.17
2012-08-01 22:45:00+00:00,100,6.7,,19.13,2.97,,2.97,7.25,,3.73,,309.0,,,110.0,20.0,354.6,302.9,74.6,39.2,71.9,9.1,2.85,2.34
2012-08-01 23:00:00+00:00,100,6.85,,19.69,4.7,,4.7,7.4,,3.66,,334.0,,,110.0,20.0,349.3,302.1,68.4,35.6,67.4,8.7,2.87,2.11
2012-08-01 23:15:00+00:00,100,6.9,,20.13,3.4,,3.4,7.45,,3.59,,298.0,,,110.0,20.0,342.8,292.5,72.1,38.2,67.2,9.4,2.92,2.76
2012-08-01 23:30:00+00:00,100,4.475,,15.66,2.63,,2.63,5.03,,3.52,,280.0,,,110.0,20.0,276.5,257.3,28.2,14.0,31.9,1.5,3.5,1.31
2012-08-01 23:45:00+00:00,100,4.5,,15.24,2.67,,2.67,5.1,0.05,3.46,,284.0,,,110.0,20.0,283.8,260.1,34.6,17.6,36.5,1.9,3.39,1.66
2012-08-02 00:00:00+00:00,100,6.725,,19.61,2.88,,2.88,7.28,,3.39,,280.0,,,110.0,20.0,332.5,282.4,71.4,38.1,64.9,8.8,2.92,3.16
2012-08-02 00:15:00+00:00,100,4.625,,15.91,3.4,,3.4,5.18,,3.33,,285.0,,,110.0,20.0,275.7,254.1,31.4,16.0,33.0,1.8,3.44,1.68
2012-08-02 00:30:00+00:00,100,5.7,,18.68,3.92,,3.92,6.25,,3.26,,305.0,,,110.0,20.0,295.7,267.9,40.7,20.6,42.2,3.6,3.28,1.72
2012-08-02 01:00:00+00:00,0,6.45,,18.43,3.4,,3.4,7.0,,3.14,,285.0,,,110.0,20.0,344.3,288.7,79.3,42.5,72.1,9.1,2.86,3.19
2012-08-02 01:15:00+00:00,100,4.375,,15.25,3.4,,3.4,4.93,,3.09,,290.0,,,110.0,20.0,297.7,258.7,55.4,30.9,47.0,3.0,3.49,5.1
2012-08-02 01:30:00+00:00,0,6.575,,19.19,3.25,,3.25,7.13,,3.05,,280.0,,,110.0,20.0,334.9,281.2,76.4,41.0,68.7,9.1,2.92,3.4
2012-08-02 01:45:00+00:00,100,3.875,,9.65,2.92,,2.92,4.43,,3.02,,524.0,,,110.0,20.0,423.7,357.4,97.0,46.6,119.1,3.9,2.49,1.04
2012-08-02 02:00:00+00:00,0,6.35,,19.95,3.42,,3.42,6.9,,3.01,,255.0,,,110.0,20.0,301.1,259.1,59.7,32.3,53.1,6.7,3.14,3.65
2012-08-02 02:30:00+00:00,100,4.475,,16.34,3.33,,3.33,5.03,,3.05,,250.0,,,110.0,20.0,248.8,228.7,28.9,15.2,28.8,1.6,3.65,2.12
2012-08-02 02:45:00+00:00,100,5.2,,16.96,3.45,,3.45,5.75,,3.1,,258.0,,,110.0,20.0,279.9,243.0,52.7,28.5,48.9,4.0,3.26,2.96
2012-08-02 03:00:00+00:00,50,4.475,,10.78,3.75,,3.75,5.03,,3.18,,529.0,,,110.0,20.0,402.7,316.2,120.8,61.6,139.0,6.7,2.41,1.37
2012-08-02 03:15:00+00:00,50,4.5,,17.22,3.25,,3.25,5.05,,3.28,,240.0,,,110.0,20.0,228.6,205.5,32.3,17.3,34.3,1.9,3.83,1.87
2012-08-02 03:45:00+00:00,50,4.5,,17.39,3.42,,3.42,5.05,,3.54,,244.0,,,110.0,20.0,211.0,180.7,38.6,21.0,49.5,2.5,3.87,1.28
2012-08-02 04:00:00+00:00,50,4.975,,17.69,3.8,,3.8,5.53,,3.69,,253.0,,,110.0,20.0,222.9,181.0,54.0,29.5,65.0,4.1,3.56,1.5
2012-08-02 04:30:00+00:00,0,,,,4.32,4.93,,,,,4.32,,,105.0,,,,,,,,,,
2012-08-02 04:45:00+00:00,50,6.175,,20.4,3.08,3.58,4.32,6.72,,4.14,3.08,259.0,,107.0,110.0,20.0,241.1,182.9,75.8,42.1,90.7,8.8,3.3,1.55
2012-08-02 05:00:00+00:00,50,6.9,,24.25,3.97,4.5,4.45,7.45,,4.28,3.97,269.0,,105.0,110.0,20.0,229.8,185.3,53.7,30.7,81.7,8.3,3.52,1.0
2012-08-02 05:15:00+00:00,70,6.925,,24.57,4.65,,4.65,7.47,,4.41,,274.0,,,110.0,20.0,225.8,180.1,53.8,30.8,83.5,8.4,3.55,1.0
2012-08-02 06:00:00+00:00,50,7.2,,25.41,6.78,,6.78,7.75,,4.7,,288.0,,,110.0,20.0,206.9,158.8,63.6,35.0,71.2,9.8,3.53,1.81
2012-08-02 06:15:00+00:00,70,7.275,,26.29,5.25,,5.25,7.85,0.03,4.77,,254.0,,,110.0,20.0,211.7,163.3,58.5,33.2,84.8,9.7,3.61,1.11
2012-08-02 06:30:00+00:00,70,6.85,,23.87,4.3,,4.3,7.4,,4.83,,235.0,,,110.0,20.0,219.8,167.7,64.5,38.1,83.2,9.8,3.48,1.43
2012-08-02 06:45:00+00:00,70,6.675,,23.9,4.47,,4.47,7.22,,4.89,,259.0,,,110.0,20.0,216.2,165.6,57.9,35.7,88.9,8.8,3.58,1.09
2012-08-02 07:00:00+00:00,70,7.45,,21.41,4.75,,4.75,8.0,,4.94,,245.0,,,110.0,20.0,303.1,188.6,156.2,85.7,172.7,24.8,2.87,1.99
2012-08-02 07:45:00+00:00,50,7.075,,22.65,6.6,,6.6,7.63,,5.12,,349.0,,,110.0,20.0,218.2,154.5,81.0,45.0,98.9,12.0,3.2,1.55
2012-08-02 08:15:00+00:00,50,7.3,,20.9,6.8,,6.8,7.85,,5.26,,405.0,,,110.0,20.0,274.4,174.8,132.4,73.9,145.5,20.6,2.86,1.96
2012-08-02 08:30:00+00:00,50,7.3,,21.37,6.82,,6.82,7.85,,5.34,,388.0,,,110.0,20.0,263.6,170.1,123.3,68.8,136.0,19.2,2.93,1.92
2012-08-02 08:45:00+00:00,50,7.525,,22.36,6.57,,6.57,8.07,,5.41,,352.0,,,110.0,20.0,269.5,173.4,126.0,70.4,138.2,20.9,2.97,1.9
2012-08-02 09:00:00+00:00,50,7.8,,22.23,7.1,,7.1,8.35,,5.49,,389.0,,,110.0,20.0,306.2,187.8,159.5,88.8,173.7,28.1,2.85,2.04
2012-08-02 09:30:00+00:00,0,9.25,4.93,22.79,4.85,,4.85,9.8,,,,285.0,285.0,,110.0,20.0,,,,,,,2.46,
2012-08-02 10:15:00+00:00,50,7.55,,22.82,7.05,,7.05,8.1,,5.78,,372.0,,,110.0,20.0,239.6,160.2,103.2,57.4,117.0,17.2,3.02,1.78
2012-08-02 12:00:00+00:00,50,7.225,,20.67,6.6,,6.6,7.88,0.1,5.72,,398.0,,,110.0,20.0,256.0,164.9,116.1,64.7,133.7,17.8,2.86,1.68
2012-08-02 12:15:00+00:00,50,7.35,,20.48,7.07,,7.07,7.9,,5.68,,452.0,,,110.0,20.0,251.8,165.1,112.2,62.4,127.6,17.8,2.79,1.75
2012-08-02 12:30:00+00:00,50,7.475,,20.98,6.53,,6.53,8.02,,5.64,,380.0,,,110.0,20.0,280.4,178.0,131.1,73.3,145.1,21.6,2.81,1.77
2012-08-02 12:45:00+00:00,70,7.65,,21.75,6.05,,6.05,8.2,,5.6,,353.0,,,110.0,20.0,279.4,180.1,124.5,69.8,137.8,21.7,2.84,1.68
2012-08-02 13:00:00+00:00,70,7.825,,22.44,6.0,,6.0,8.38,,5.56,,353.0,,,110.0,20.0,276.7,183.1,114.2,64.2,130.7,21.1,2.87,1.5
2012-08-02 13:15:00+00:00,50,8.0,,23.09,6.35,,6.35,8.55,,5.53,,345.0,,,110.0,20.0,277.3,183.3,119.4,66.2,131.9,22.5,2.89,1.66
2012-08-02 13:30:00+00:00,50,8.425,,23.72,6.53,,6.53,8.98,,5.51,,330.0,,,110.0,20.0,307.7,198.7,145.5,80.3,155.7,29.9,2.82,1.92
2012-08-02 14:00:00+00:00,50,8.65,,24.96,6.82,,6.82,9.2,,5.5,,323.0,,,110.0,20.0,294.0,196.5,131.9,72.6,141.0,28.6,2.88,1.97
2012-08-02 14:45:00+00:00,50,8.55,,24.65,3.3,4.15,6.32,9.1,,5.58,3.3,333.0,,115.0,110.0,20.0,288.0,200.5,113.7,62.0,122.7,24.3,2.88,1.65
2012-08-02 15:00:00+00:00,50,8.525,,25.25,6.53,,6.53,9.07,,5.63,,328.0,,,110.0,20.0,275.9,195.3,105.2,56.9,116.6,22.2,2.96,1.59
2012-08-02 15:15:00+00:00,50,8.25,,26.01,3.5,4.1,7.4,9.1,0.3,5.68,3.5,348.0,,110.0,110.0,20.0,241.1,179.2,80.9,43.6,97.6,16.0,3.15,1.45
2012-08-02 15:30:00+00:00,50,9.325,,28.46,5.25,,5.25,9.88,,5.74,,300.0,,,110.0,20.0,280.8,216.6,85.1,47.1,96.9,22.5,3.05,1.47
2012-08-02 15:45:00+00:00,50,9.4,,30.12,4.8,,4.8,9.95,,5.8,,290.0,,,110.0,20.0,268.9,218.5,67.2,37.8,87.8,18.7,3.2,1.16
2012-08-02 16:15:00+00:00,70,7.75,,28.08,3.85,,3.85,8.3,,5.91,,275.0,,,110.0,20.0,239.7,211.9,34.9,21.8,59.5,7.9,3.62,1.0
2012-08-02 16:30:00+00:00,50,9.225,,30.04,2.75,3.1,3.6,9.77,,5.94,2.75,274.0,,103.0,110.0,20.0,270.4,230.9,55.5,31.6,68.1,15.1,3.26,1.34
2012-08-02 16:45:00+00:00,50,7.65,,28.08,2.55,3.33,3.72,8.2,,5.96,2.55,268.0,,104.0,110.0,20.0,237.9,212.3,33.8,19.8,53.9,7.0,3.67,1.0
2012-08-02 17:00:00+00:00,50,7.575,,28.55,2.72,3.17,3.17,8.13,,5.96,2.72,255.0,,110.0,110.0,20.0,234.5,215.0,26.9,15.9,41.6,5.6,3.77,1.0
2012-08-02 17:15:00+00:00,50,8.35,,29.94,2.55,3.33,3.4,8.9,,5.95,2.55,234.0,,105.0,110.0,20.0,239.5,210.1,42.0,22.9,48.6,8.8,3.59,1.45
2012-08-02 17:30:00+00:00,50,8.675,,30.92,3.65,5.45,7.6,9.23,,5.91,3.65,278.0,,105.0,110.0,20.0,234.0,202.8,44.3,23.0,47.0,9.3,3.56,1.74
2012-08-02 17:45:00+00:00,50,8.5,,27.97,4.4,,4.4,9.05,,5.86,,244.0,,,110.0,20.0,271.2,230.7,57.9,30.6,57.3,11.6,3.29,2.18
2012-08-02 18:00:00+00:00,50,8.9,,27.65,4.07,,4.07,9.45,,5.79,,239.0,,,110.0,20.0,295.9,244.1,73.5,39.7,64.7,16.1,3.11,3.86
2012-08-02 18:15:00+00:00,100,8.275,,28.06,2.58,3.05,7.6,8.98,0.15,5.7,2.58,312.0,,105.0,110.0,20.0,271.6,243.7,40.4,20.9,40.9,7.6,3.39,1.93
2012-08-02 18:30:00+00:00,100,8.85,,28.41,3.78,,3.78,9.4,,5.6,,244.0,,,110.0,20.0,290.1,250.1,56.8,30.5,51.0,12.2,3.21,3.43
2012-08-02 18:45:00+00:00,100,8.575,,27.43,2.7,2.9,3.4,9.13,,5.49,2.7,229.0,,105.0,110.0,20.0,288.4,242.9,64.2,34.7,55.8,12.9,3.2,4.19
2012-08-02 19:00:00+00:00,100,8.3,,25.71,2.63,,2.63,8.85,,5.37,,209.0,,,110.0,20.0,297.8,235.0,88.4,47.4,77.3,16.4,3.1,4.0
2012-08-02 19:15:00+00:00,0,,,,2.47,2.92,,,,,2.47,,,105.0,,,,,,,,,,
2012-08-02 19:30:00+00:00,100,7.375,,22.94,2.6,2.95,2.8,7.93,,5.11,2.6,230.0,,105.0,110.0,20.0,298.1,246.7,72.4,39.1,62.6,10.7,3.11,4.31
2012-08-02 19:45:00+00:00,100,6.8,,19.95,2.47,2.67,2.8,7.35,,4.99,2.47,229.0,,105.0,110.0,20.0,317.3,253.3,89.7,48.9,75.9,11.4,2.93,5.1
2012-08-02 20:00:00+00:00,100,6.7,,18.57,2.83,,2.83,7.25,,4.86,,265.0,,,110.0,20.0,356.9,284.9,101.5,55.0,87.8,12.5,2.77,4.32
2012-08-02 20:15:00+00:00,100,6.525,,17.81,3.13,,3.13,7.07,,4.73,,295.0,,,110.0,20.0,366.8,300.8,93.9,50.4,84.4,11.0,2.73,3.4
2012-08-02 20:30:00+00:00,100,6.7,,17.99,2.78,,2.78,7.25,,4.61,,300.0,,,110.0,20.0,376.5,306.0,100.3,53.6,90.9,12.3,2.68,3.24
