Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fminE,foE,fxI,FF,FE,foF2p,minEs,hF,hF2,hE,hEs,hmE,yE,hmF2,hmF1,halfNm,yF2,yF1,caleF2,B0,TEC,MD,B1,D1
2012-03-01 01:30:00+00:00,100,3.875,,11.23,3.4,,3.4,,,4.43,,,3.03,,360.0,,,,110.0,20.0,346.1,,296.9,70.8,,37.2,70.2,2.9,2.9,2.14,
2012-03-01 04:15:00+00:00,100,4.475,,12.18,1.83,,1.83,,,5.03,,,3.23,,255.0,,,,110.0,20.0,343.2,,271.5,100.9,,51.6,103.7,5.4,2.72,1.91,
2012-03-01 05:15:00+00:00,50,5.475,,19.43,4.1,,4.1,,,6.03,,,4.06,,250.0,,,,110.0,20.0,229.7,,187.9,56.1,,30.3,63.5,5.0,3.55,1.67,
2012-03-01 05:30:00+00:00,70,5.75,,21.95,3.72,,3.72,,,6.3,,,4.27,,230.0,,,,110.0,20.0,209.9,,178.2,40.2,,22.4,54.8,4.2,3.82,1.14,
2012-03-01 05:45:00+00:00,50,6.55,,23.29,4.07,,4.07,,,7.1,,,4.47,,229.0,,,,110.0,20.0,224.8,,181.6,57.8,,31.8,66.6,7.5,3.56,1.64,
2012-03-01 06:00:00+00:00,70,6.525,,24.65,3.13,,3.13,,,7.07,,,4.65,,224.0,,,,110.0,20.0,214.1,,185.5,36.9,,22.2,53.9,5.5,3.78,1.05,
2012-03-01 06:15:00+00:00,70,6.375,,24.46,4.38,,4.38,,,6.93,,,4.83,,229.0,,,,110.0,20.0,201.6,,166.4,42.7,,24.2,60.2,5.6,3.84,1.13,
2012-03-01 06:45:00+00:00,70,7.825,,27.01,3.65,,3.65,,,8.38,,,5.14,,229.0,,,,110.0,20.0,235.4,,191.6,58.5,,33.9,71.2,11.5,3.45,1.51,
2012-03-01 07:00:00+00:00,70,7.15,,27.3,4.32,,4.32,,,7.7,,,5.28,,239.0,,,,110.0,20.0,207.4,,173.9,39.0,,23.9,64.3,7.1,3.82,1.0,
2012-03-01 07:15:00+00:00,70,8.425,,32.14,4.32,,4.32,,,8.98,,,5.42,,240.0,,,,110.0,20.0,214.4,,185.7,35.3,,21.9,58.5,9.1,3.82,1.0,
2012-03-01 14:45:00+00:00,70,9.4,,32.9,3.58,,3.58,,,9.95,,,6.11,,240.0,,,,110.0,20.0,244.1,,209.5,46.4,,26.3,62.9,13.3,3.5,1.09,
2012-03-01 15:45:00+00:00,50,8.7,,33.42,4.1,,4.1,,,9.25,,,5.61,,220.0,,,,110.0,20.0,215.9,,190.3,35.6,,19.3,45.1,8.3,3.84,1.18,
2012-03-01 16:00:00+00:00,50,8.55,,31.68,4.05,,4.05,,,9.1,,,5.45,,215.0,,,,110.0,20.0,222.3,,193.5,40.5,,21.6,46.4,8.7,3.7,1.48,
2012-03-01 16:30:00+00:00,50,7.525,,25.54,4.05,,4.05,,,8.07,,,5.08,,220.0,,,,110.0,20.0,256.5,,214.2,60.2,,32.4,55.8,9.6,3.39,2.98,
2012-03-01 16:45:00+00:00,50,6.475,,24.09,4.68,,4.68,,,7.03,,,4.89,,235.0,,,,110.0,20.0,237.4,,215.8,30.9,,16.3,31.0,3.7,3.72,2.09,
2012-03-01 17:00:00+00:00,100,6.0,,22.27,3.85,,3.85,,,6.55,,,4.69,,225.0,,,,110.0,20.0,238.4,,218.4,28.6,,15.3,27.1,2.9,3.71,2.64,
2012-03-02 04:45:00+00:00,50,4.95,,18.49,3.6,,3.6,,,5.5,,,3.63,,229.0,,,,110.0,20.0,225.1,,198.4,37.2,,19.9,39.4,2.7,3.74,1.88,
2012-03-02 06:30:00+00:00,50,7.675,,18.13,6.38,,6.38,,,8.23,,,4.99,,515.0,,,,110.0,20.0,366.0,,241.1,161.9,,86.9,169.5,27.4,2.36,1.6,
2012-03-02 07:00:00+00:00,70,8.875,,32.17,4.43,,4.43,,,9.43,,,5.28,,240.0,,,,110.0,20.0,225.7,,191.4,44.6,,26.2,65.6,11.8,3.63,1.0,
2012-03-02 12:00:00+00:00,50,9.225,,34.4,6.93,,6.93,,,9.77,,,6.37,,255.0,,,,110.0,20.0,207.3,,161.6,56.3,,30.5,80.9,14.3,3.73,1.05,
2012-03-02 13:30:00+00:00,0,4.95,4.2,19.39,4.03,,4.03,,,5.5,,,,,240.0,244.0,,,110.0,20.0,,,,,,,,,3.92,,
