Time,CS,foF2,MUFD,fmin,fminF,fxI,foF2p,hF,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2012-01-02 12:15:00+00:00,50,6.725,23.4,6.35,6.35,7.28,5.55,298.0,110.0,20.0,208.7,158.4,66.0,36.5,74.9,8.9,3.48,1.79
2012-01-02 13:30:00+00:00,50,7.65,27.07,6.35,6.35,8.2,5.16,264.0,110.0,20.0,217.5,171.2,60.6,32.6,70.0,10.4,3.54,1.61
2012-01-02 14:00:00+00:00,70,7.85,30.89,3.53,3.53,8.4,4.88,225.0,110.0,20.0,211.7,188.6,30.1,17.9,45.7,6.5,3.93,1.0
2012-01-02 14:15:00+00:00,50,5.325,11.91,4.13,4.13,5.88,4.71,450.0,110.0,20.0,457.0,266.5,249.4,137.8,266.6,20.6,2.24,1.83
2012-01-02 14:45:00+00:00,70,5.975,22.05,3.65,3.65,6.53,4.35,220.0,110.0,20.0,216.6,180.8,48.2,26.6,55.3,5.3,3.69,1.65
2012-01-02 16:00:00+00:00,100,4.275,16.61,2.63,2.63,4.82,3.4,229.0,110.0,20.0,228.7,214.1,20.7,10.8,22.3,1.1,3.89,1.7
2012-01-02 17:00:00+00:00,100,3.225,11.42,2.63,2.63,3.78,2.84,260.0,110.0,20.0,259.4,237.9,30.8,16.3,30.5,0.9,3.54,2.18
2012-01-02 17:30:00+00:00,100,2.75,9.14,2.58,2.58,3.3,2.67,315.0,110.0,20.0,290.6,257.1,47.8,25.4,47.5,1.0,3.32,2.18
2012-01-02 21:45:00+00:00,100,3.075,9.15,2.67,2.67,3.63,2.59,349.0,110.0,20.0,325.9,284.0,60.0,31.6,60.0,1.6,2.98,2.11
2012-01-03 01:15:00+00:00,0,4.5,13.65,2.75,2.75,5.05,,230.0,110.0,20.0,,,,,,,3.03,
2012-01-03 02:30:00+00:00,100,3.2,11.42,2.5,2.5,3.75,2.65,240.0,110.0,20.0,252.4,230.7,31.0,16.6,29.5,0.9,3.57,2.6
2012-01-03 05:00:00+00:00,100,3.7,11.73,3.15,3.15,4.25,3.03,305.0,110.0,20.0,287.3,245.1,59.6,31.8,60.4,2.3,3.17,2.1
2012-01-03 05:15:00+00:00,50,4.175,12.21,3.8,3.8,4.72,3.22,380.0,110.0,20.0,313.3,255.3,81.2,43.2,84.6,4.0,2.92,1.95
2012-01-03 05:30:00+00:00,50,4.3,14.14,3.45,3.45,4.85,3.43,275.0,110.0,20.0,264.7,218.5,64.4,34.9,66.1,3.5,3.29,2.11
2012-01-03 06:00:00+00:00,70,5.55,18.61,3.3,3.3,6.1,3.86,220.0,110.0,20.0,247.1,193.3,75.6,41.1,73.7,6.7,3.35,2.51
2012-01-03 06:15:00+00:00,70,6.4,23.24,3.4,3.4,6.95,4.07,230.0,110.0,20.0,226.0,191.1,47.1,26.2,57.8,6.0,3.63,1.38
2012-01-03 07:30:00+00:00,70,7.7,25.4,3.97,3.97,8.25,5.02,245.0,110.0,20.0,250.0,197.4,70.0,39.8,82.2,13.0,3.3,1.59
2012-01-03 08:00:00+00:00,50,8.6,30.09,6.05,6.05,9.15,5.29,265.0,110.0,20.0,228.3,180.1,61.8,33.4,83.8,13.6,3.5,1.13
2012-01-03 08:15:00+00:00,50,8.975,32.41,7.53,7.53,9.52,5.4,270.0,110.0,20.0,212.3,169.1,56.4,30.0,66.0,13.2,3.61,1.52
2012-01-03 08:45:00+00:00,50,10.225,36.45,7.43,7.43,10.77,5.56,250.0,110.0,20.0,221.9,175.9,61.0,32.4,75.5,18.4,3.56,1.31
2012-01-03 10:45:00+00:00,50,7.975,29.7,6.53,6.53,8.52,5.68,245.0,110.0,20.0,202.9,158.4,56.7,31.1,68.2,10.8,3.72,1.53
2012-01-03 12:00:00+00:00,50,8.125,27.66,7.5,7.5,8.68,5.59,300.0,110.0,20.0,220.1,167.2,70.7,38.7,79.2,13.7,3.4,1.78
2012-01-03 12:15:00+00:00,50,8.775,30.52,6.68,6.68,9.32,5.55,279.0,110.0,20.0,226.0,174.6,64.9,34.7,90.4,14.7,3.48,1.09
2012-01-03 12:45:00+00:00,50,8.225,28.82,6.35,6.35,8.77,5.44,255.0,110.0,20.0,222.1,171.9,65.3,35.4,81.1,13.0,3.5,1.38
2012-01-03 13:00:00+00:00,50,8.4,28.38,6.05,6.05,8.95,5.36,265.0,110.0,20.0,236.0,181.3,71.4,38.7,89.9,14.9,3.38,1.33
2012-01-03 13:15:00+00:00,50,8.65,30.12,6.5,6.5,9.2,5.27,259.0,110.0,20.0,227.8,178.0,65.7,35.3,80.1,14.3,3.48,1.4
2012-01-03 14:00:00+00:00,50,8.7,31.43,5.2,5.2,9.25,4.88,220.0,110.0,20.0,222.1,180.6,57.0,30.9,62.6,12.7,3.61,1.78
2012-01-03 14:30:00+00:00,70,7.825,27.4,3.65,3.65,8.38,4.54,210.0,110.0,20.0,233.8,189.8,61.0,33.2,65.4,11.0,3.5,1.88
2012-01-03 14:45:00+00:00,70,6.45,24.24,3.17,3.17,7.0,4.35,209.0,110.0,20.0,213.6,183.3,41.1,22.8,48.9,5.3,3.76,1.49
2012-01-03 15:15:00+00:00,50,6.575,23.38,3.65,3.65,7.13,3.96,214.0,110.0,20.0,234.0,195.4,54.6,29.5,53.7,6.8,3.56,2.36
2012-01-03 15:30:00+00:00,70,6.675,21.23,2.72,2.72,7.22,3.77,200.0,110.0,20.0,274.4,207.1,94.5,49.8,84.0,11.3,3.18,3.5
2012-01-03 15:45:00+00:00,50,5.675,20.96,3.13,3.13,6.22,3.58,224.0,110.0,20.0,237.0,213.4,33.5,17.9,32.9,3.1,3.69,2.31
2012-01-03 16:00:00+00:00,100,4.775,17.81,3.55,3.55,5.32,3.4,214.0,110.0,20.0,231.6,208.0,33.8,18.6,29.4,2.2,3.73,4.23
2012-01-03 16:15:00+00:00,100,4.125,14.6,3.08,3.08,4.7,3.23,242.0,110.0,20.0,254.6,229.8,35.4,19.0,34.0,1.7,3.54,2.5
2012-01-03 16:45:00+00:00,100,3.625,10.57,3.3,3.3,4.18,2.95,379.0,110.0,20.0,330.4,281.2,70.7,37.0,71.1,2.6,2.92,2.04
2012-01-03 17:15:00+00:00,100,3.775,12.44,2.67,2.67,4.32,2.74,260.0,110.0,20.0,283.0,249.6,47.7,26.0,42.6,1.9,3.3,3.65
2012-01-03 17:45:00+00:00,100,3.55,11.59,3.13,3.13,4.13,2.62,300.0,110.0,20.0,288.9,258.5,43.6,22.9,43.4,1.5,3.26,2.13
2012-01-03 18:00:00+00:00,0,4.425,12.29,2.13,2.13,4.97,,240.0,110.0,20.0,,,,,,,2.78,
2012-01-03 18:15:00+00:00,100,4.425,12.98,3.13,3.13,4.97,2.56,310.0,110.0,20.0,333.4,287.3,66.4,34.8,65.4,3.6,2.93,2.17
2012-01-04 01:45:00+00:00,100,3.125,10.68,2.08,2.08,3.67,2.96,255.0,110.0,20.0,268.5,243.0,36.4,19.7,33.4,1.0,3.42,3.11
2012-01-04 02:15:00+00:00,100,3.325,10.65,1.9,1.9,3.88,2.75,245.0,110.0,20.0,285.2,241.8,61.4,33.5,51.9,1.9,3.2,5.0
2012-01-04 02:30:00+00:00,100,3.325,11.67,2.8,2.8,3.88,2.65,280.0,110.0,20.0,267.5,247.2,29.2,15.3,29.5,0.9,3.51,2.01
2012-01-04 02:45:00+00:00,100,3.525,12.29,2.15,2.15,4.07,2.57,240.0,110.0,20.0,260.9,233.6,38.8,21.0,35.0,1.4,3.48,3.41
2012-01-04 03:15:00+00:00,100,3.525,10.76,1.77,1.77,4.07,2.46,230.0,110.0,20.0,296.5,238.6,81.6,44.2,69.1,2.8,3.05,4.88
2012-01-04 04:15:00+00:00,100,3.525,12.02,3.1,3.1,4.07,2.6,298.0,110.0,20.0,273.6,247.7,37.3,19.2,38.9,1.3,3.41,1.78
2012-01-04 05:00:00+00:00,100,3.85,13.21,2.6,2.6,4.4,3.03,235.0,110.0,20.0,257.3,225.7,45.1,24.5,41.1,1.9,3.43,3.23
2012-01-04 05:15:00+00:00,70,4.25,14.23,2.58,2.58,4.8,3.22,224.0,110.0,20.0,262.9,220.2,60.8,33.0,53.0,3.1,3.35,4.05
2012-01-04 05:30:00+00:00,70,4.175,16.48,2.72,2.72,4.72,3.43,214.0,110.0,20.0,211.9,193.4,25.2,13.6,28.8,1.4,3.95,1.58
2012-01-04 05:45:00+00:00,70,4.75,18.62,2.9,2.9,5.3,3.64,209.0,110.0,20.0,206.4,182.7,32.2,17.6,37.0,2.3,3.92,1.6
2012-01-04 06:00:00+00:00,70,5.55,19.96,2.47,2.47,6.1,3.86,204.0,110.0,20.0,224.4,184.7,55.6,30.4,55.8,5.1,3.6,2.3
2012-01-04 06:15:00+00:00,70,6.075,23.49,3.25,3.25,6.63,4.07,205.0,110.0,20.0,206.2,178.0,37.9,21.0,45.3,4.4,3.87,1.48
2012-01-04 06:30:00+00:00,70,6.175,21.85,3.7,3.7,6.72,4.29,210.0,110.0,20.0,226.2,178.2,66.7,36.5,67.4,7.5,3.54,2.28
2012-01-04 07:00:00+00:00,70,6.325,25.44,3.15,3.15,6.88,4.68,215.0,110.0,20.0,199.3,177.1,27.4,17.3,44.5,4.2,4.02,1.0
2012-01-04 07:15:00+00:00,70,7.3,27.59,3.5,3.5,7.85,4.86,214.0,110.0,20.0,210.9,179.6,41.5,24.2,54.1,7.3,3.78,1.29
2012-01-04 07:30:00+00:00,70,7.775,28.18,3.45,3.45,8.32,5.02,215.0,110.0,20.0,220.4,182.6,51.4,29.3,60.1,9.8,3.63,1.62
2012-01-04 07:45:00+00:00,70,6.375,24.13,4.05,4.05,6.93,5.17,205.0,110.0,20.0,202.7,160.7,56.3,31.8,62.5,7.1,3.78,1.91
2012-01-04 08:15:00+00:00,50,7.6,29.27,6.05,6.05,8.15,5.4,235.0,110.0,20.0,195.4,157.9,47.3,25.7,57.5,8.2,3.85,1.48
2012-01-04 08:30:00+00:00,70,7.85,30.56,4.85,4.85,8.4,5.49,239.0,110.0,20.0,203.3,171.2,37.6,22.2,61.3,8.0,3.89,1.0
2012-01-04 08:45:00+00:00,50,7.8,31.75,6.32,6.32,8.35,5.56,220.0,110.0,20.0,181.3,150.3,39.1,21.2,47.1,7.2,4.07,1.5
2012-01-04 09:00:00+00:00,50,9.1,30.65,6.55,6.55,9.65,5.61,279.0,110.0,20.0,236.4,181.4,70.2,37.8,95.9,17.2,3.37,1.12
2012-01-04 09:15:00+00:00,70,7.675,29.74,4.72,4.72,8.23,5.65,244.0,110.0,20.0,204.7,172.4,36.5,22.8,63.1,7.8,3.88,1.0
2012-01-04 09:30:00+00:00,70,4.775,18.6,3.85,3.85,5.32,5.68,230.0,110.0,20.0,185.8,137.8,54.8,33.0,72.5,4.2,3.89,1.63
2012-01-04 09:45:00+00:00,70,9.05,31.7,5.6,5.6,9.6,5.69,235.0,110.0,20.0,225.0,176.3,63.9,35.5,79.0,15.8,3.5,1.41
2012-01-04 10:00:00+00:00,70,9.05,30.46,5.6,5.6,9.65,5.7,234.0,110.0,20.0,235.7,179.1,75.1,41.4,85.8,18.2,3.37,1.65
2012-01-04 10:15:00+00:00,50,9.3,33.8,6.32,6.32,9.85,5.69,244.0,110.0,20.0,215.5,171.2,56.2,30.7,77.0,14.6,3.63,1.12
2012-01-04 11:00:00+00:00,50,9.125,33.15,6.6,6.6,9.68,5.67,255.0,110.0,20.0,216.1,169.5,59.3,32.1,80.0,14.7,3.63,1.16
2012-01-04 11:15:00+00:00,50,8.425,28.83,7.5,7.5,8.98,5.65,275.0,110.0,20.0,228.6,170.4,79.1,43.5,85.0,16.4,3.42,1.97
2012-01-04 12:00:00+00:00,70,6.825,25.68,4.3,4.3,7.38,5.59,239.0,110.0,20.0,206.0,168.1,42.3,26.5,71.3,7.1,3.76,1.0
2012-01-04 12:30:00+00:00,50,8.1,29.09,6.43,6.43,8.65,5.5,280.0,110.0,20.0,216.5,168.2,60.0,32.2,82.7,11.6,3.59,1.12
2012-01-04 14:30:00+00:00,50,5.9,23.99,4.47,4.47,6.45,4.54,215.0,110.0,20.0,189.4,163.1,33.5,18.3,41.8,3.7,4.07,1.38
2012-01-04 14:45:00+00:00,70,5.575,22.6,3.33,3.33,6.13,4.35,204.0,110.0,20.0,194.8,170.9,31.0,17.6,40.5,3.2,4.05,1.27
2012-01-04 15:00:00+00:00,70,4.475,18.0,3.42,3.42,5.03,4.16,210.0,110.0,20.0,192.8,167.9,31.8,17.5,38.7,2.1,4.02,1.49
2012-01-04 15:15:00+00:00,50,4.775,18.8,3.47,3.47,5.32,3.96,229.0,110.0,20.0,207.5,182.7,32.2,17.2,41.3,2.3,3.94,1.22
2012-01-04 15:30:00+00:00,50,4.275,16.56,3.75,3.75,4.82,3.77,230.0,110.0,20.0,215.0,190.5,34.1,18.5,35.1,1.9,3.87,2.11
2012-01-04 16:15:00+00:00,100,3.925,14.32,3.6,3.6,4.47,3.23,269.0,110.0,20.0,246.3,225.8,29.2,15.4,29.7,1.3,3.65,2.02
2012-01-04 16:30:00+00:00,100,3.85,12.83,3.08,3.08,4.43,3.08,260.0,110.0,20.0,275.1,243.3,45.4,24.4,42.7,1.9,3.33,2.73
2012-01-04 16:45:00+00:00,0,6.65,14.65,3.45,3.45,7.2,,260.0,110.0,20.0,,,,,,,2.2,
2012-01-04 18:15:00+00:00,100,3.575,12.49,1.73,1.73,4.13,2.56,240.0,110.0,20.0,261.9,235.4,37.8,20.1,35.7,1.3,3.49,2.67
2012-01-04 18:45:00+00:00,100,3.525,11.86,3.1,3.1,4.07,2.55,304.0,110.0,20.0,281.2,256.7,35.2,18.2,36.1,1.2,3.37,1.88
2012-01-04 19:00:00+00:00,100,3.6,11.34,2.8,2.8,4.15,2.55,285.0,110.0,20.0,300.3,266.5,48.5,25.8,46.8,1.8,3.15,2.41
2012-01-04 19:30:00+00:00,100,3.65,11.85,2.45,2.45,4.2,2.57,268.0,110.0,20.0,289.6,258.8,44.0,23.8,39.9,1.6,3.25,3.29
2012-01-04 19:45:00+00:00,100,4.05,11.82,3.55,3.55,4.6,2.57,355.0,110.0,20.0,347.6,299.4,69.5,36.4,69.2,3.1,2.92,2.09
2012-01-04 20:15:00+00:00,100,4.025,13.35,2.42,2.42,4.57,2.57,264.0,110.0,20.0,284.1,256.7,39.2,20.9,37.1,1.8,3.32,2.65
2012-01-04 21:00:00+00:00,100,3.85,12.78,2.42,3.4,4.45,2.57,312.0,110.0,20.0,289.3,263.6,37.0,19.3,37.3,1.5,3.32,1.99
2012-01-04 21:15:00+00:00,100,3.75,12.16,3.53,3.53,4.3,2.57,335.0,110.0,20.0,295.4,267.7,39.8,20.7,40.3,1.6,3.24,1.97
2012-01-04 21:30:00+00:00,100,3.85,11.9,2.55,2.55,4.4,2.58,283.0,110.0,20.0,309.5,271.5,54.1,29.3,49.2,2.2,3.09,3.26
2012-01-04 22:00:00+00:00,100,3.725,11.17,2.47,2.47,4.28,2.62,291.0,110.0,20.0,322.0,278.7,61.8,33.3,56.3,2.4,3.0,3.2
2012-01-04 22:30:00+00:00,100,3.775,11.14,1.9,1.9,4.32,2.72,270.0,110.0,20.0,328.2,273.9,76.8,41.7,66.5,3.0,2.95,4.27
2012-01-04 22:45:00+00:00,100,3.8,10.98,1.88,1.88,4.35,2.79,285.0,110.0,20.0,337.3,283.1,77.0,41.4,69.4,3.1,2.89,3.39
2012-01-04 23:00:00+00:00,100,4.475,12.5,3.78,3.78,5.03,2.86,409.0,110.0,20.0,358.7,311.1,69.1,35.3,71.8,3.8,2.79,1.75
2012-01-04 23:15:00+00:00,100,4.475,13.13,3.75,3.75,5.03,2.94,389.0,110.0,20.0,338.7,299.1,57.7,29.2,61.0,3.1,2.93,1.64
2012-01-04 23:30:00+00:00,100,4.05,12.04,3.58,3.58,4.6,3.01,364.0,110.0,20.0,328.9,289.0,57.5,29.9,58.1,2.6,2.97,1.98
2012-01-04 23:45:00+00:00,100,4.1,12.1,1.8,1.8,4.65,3.08,279.0,110.0,20.0,327.4,278.3,69.8,37.3,63.5,3.2,2.95,3.17
