Time,CS,foF2,foF1,MUFD,fmin,foEs,fminF,fxI,FF,foF2p,minEs,hF,hF2,hEs,hmE,yE,hmF2,halfNm,yF2,caleF2,B0,TEC,MD,B1
2012-09-01 00:00:00+00:00,100,4.7,,13.99,2.67,,2.67,5.35,0.1,3.45,,286.0,,,110.0,20.0,324.4,280.3,63.1,33.6,59.0,3.9,2.98,2.75
2012-09-01 00:30:00+00:00,100,4.65,,13.35,2.67,,2.67,5.2,,3.38,,291.0,,,110.0,20.0,342.0,287.1,78.2,42.2,70.2,4.7,2.87,3.46
2012-09-01 00:45:00+00:00,100,4.4,,12.44,1.8,,1.8,4.95,,3.33,,277.0,,,110.0,20.0,341.1,282.0,84.0,44.7,77.0,4.4,2.83,3.05
2012-09-01 01:00:00+00:00,100,4.525,,12.79,2.83,,2.83,5.07,,3.26,,313.5,,,110.0,20.0,348.5,295.0,76.8,40.6,74.0,4.3,2.83,2.38
2012-09-01 01:15:00+00:00,100,4.4,,12.45,2.55,,2.55,4.95,,3.19,,303.5,,,110.0,20.0,349.8,291.2,83.5,44.9,76.2,4.5,2.83,3.17
2012-09-01 01:30:00+00:00,100,4.15,,12.07,3.75,,3.75,4.7,,3.12,,383.5,,,110.0,20.0,338.3,291.1,68.1,35.4,68.6,3.2,2.91,2.0
2012-09-01 01:45:00+00:00,100,4.025,,11.5,3.13,,3.13,4.68,0.1,3.05,,343.5,,,110.0,20.0,344.9,292.9,74.8,39.5,73.3,3.4,2.86,2.24
2012-09-01 02:00:00+00:00,100,3.25,,10.86,2.67,,2.67,3.8,,2.99,,317.0,,,110.0,20.0,282.3,255.5,38.4,19.4,42.1,1.1,3.34,1.51
2012-09-01 02:15:00+00:00,100,4.05,,11.73,2.92,,2.92,4.6,,2.95,,322.5,,,110.0,20.0,336.0,284.8,73.5,38.8,71.6,3.3,2.9,2.29
2012-09-01 02:30:00+00:00,100,3.8,,11.58,2.55,,2.55,4.35,,2.94,,305.0,,,110.0,20.0,314.7,272.0,61.4,32.3,61.0,2.5,3.05,2.13
2012-09-01 02:45:00+00:00,100,4.05,,11.87,2.8,,2.8,4.68,0.08,2.96,,316.0,,,110.0,20.0,328.7,279.0,71.4,37.7,70.3,3.2,2.93,2.21
2012-09-01 03:00:00+00:00,100,4.025,,11.66,1.8,,1.8,4.57,,3.0,,277.0,,,110.0,20.0,327.4,269.2,82.8,44.2,78.3,3.7,2.9,2.67
2012-09-01 03:15:00+00:00,100,4.05,,11.78,2.6,,2.6,4.6,,3.08,,302.5,,,110.0,20.0,325.7,267.8,82.5,44.1,80.7,3.8,2.91,2.35
2012-09-01 03:30:00+00:00,70,3.925,,12.31,2.65,,2.65,4.47,,3.19,,296.0,,,110.0,20.0,291.9,246.9,63.0,33.4,68.1,2.8,3.14,1.74
2012-09-01 03:45:00+00:00,70,4.2,,13.93,2.65,,2.65,4.75,,3.33,,273.5,,,110.0,20.0,265.5,226.3,53.4,28.5,63.3,2.8,3.32,1.41
2012-09-01 04:00:00+00:00,70,5.3,,17.67,2.78,,2.78,5.85,,3.48,,250.0,,,110.0,20.0,257.2,213.1,61.4,33.5,67.5,5.1,3.33,1.75
2012-09-01 04:15:00+00:00,70,6.175,,20.8,2.67,,2.67,6.72,,3.65,,235.0,,,110.0,20.0,250.0,206.1,61.6,34.0,66.1,7.0,3.37,1.89
2012-09-01 04:30:00+00:00,70,5.7,,21.95,1.8,1.9,3.05,6.25,,3.83,1.8,232.5,,122.5,102.7,12.5,210.3,183.3,32.6,20.3,53.9,4.0,3.85,1.0
2012-09-01 04:45:00+00:00,70,7.25,,26.18,3.25,,3.25,7.82,0.03,4.0,,227.5,,,110.0,20.0,227.5,194.3,45.7,26.1,55.8,7.7,3.61,1.41
2012-09-01 05:00:00+00:00,50,7.25,,26.02,2.65,2.92,3.4,7.8,,4.18,2.65,225.0,,114.0,110.0,20.0,225.3,187.9,51.3,29.2,60.4,8.5,3.59,1.57
2012-09-01 05:15:00+00:00,70,7.575,,27.69,3.78,,3.78,8.13,,4.34,,230.0,,,110.0,20.0,221.3,187.4,45.3,26.4,60.1,8.5,3.66,1.23
2012-09-01 05:30:00+00:00,70,7.675,,27.47,2.88,3.13,3.7,8.23,,4.5,2.88,225.0,,115.0,110.0,20.0,224.3,184.9,52.7,30.3,65.1,9.9,3.58,1.44
2012-09-01 05:45:00+00:00,70,7.3,,27.2,3.4,,3.4,7.85,,4.64,,212.5,,,110.0,20.0,215.3,183.8,41.1,25.0,58.3,7.6,3.73,1.13
2012-09-01 06:00:00+00:00,50,7.075,,25.48,6.55,,6.55,7.68,0.05,4.77,,270.0,,,110.0,20.0,201.1,158.1,56.8,31.2,62.6,8.5,3.6,1.88
2012-09-01 06:15:00+00:00,50,7.1,,24.48,5.88,,5.88,7.95,0.3,4.89,,272.5,,,110.0,20.0,219.0,164.6,69.4,38.1,87.7,10.4,3.45,1.4
2012-09-01 06:45:00+00:00,50,7.3,,24.84,3.4,4.45,5.7,7.85,,5.12,3.4,267.5,,110.0,110.0,20.0,224.2,164.9,75.2,41.7,93.5,12.0,3.4,1.45
2012-09-01 07:00:00+00:00,50,7.65,,25.05,3.42,4.4,4.75,8.2,,5.22,3.42,260.0,,110.0,110.0,20.0,244.0,181.5,79.8,46.2,89.9,14.7,3.27,1.73
2012-09-01 07:15:00+00:00,100,8.05,,25.8,3.72,,3.72,8.7,0.1,5.33,,193.5,,,110.0,20.0,255.7,194.1,78.5,46.1,88.8,16.3,3.2,1.69
2012-09-01 07:30:00+00:00,50,8.725,,27.7,6.32,,6.32,9.32,0.05,5.44,,277.5,,,110.0,20.0,251.3,180.8,91.6,50.5,102.7,20.6,3.17,1.64
2012-09-01 07:45:00+00:00,0,8.3,4.7,29.37,4.18,,4.18,9.43,0.57,,,201.3,270.0,,110.0,20.0,,,,,,,3.54,
2012-09-01 08:00:00+00:00,70,8.325,,28.64,5.65,,5.65,9.15,0.28,5.66,,252.5,,,110.0,20.0,224.4,169.0,69.3,39.4,89.1,14.8,3.44,1.34
2012-09-01 08:15:00+00:00,70,8.175,,25.87,5.25,,5.25,8.73,,5.77,,250.0,,,110.0,20.0,256.1,177.7,104.9,58.9,111.9,20.8,3.16,2.03
2012-09-01 08:30:00+00:00,50,8.1,,26.05,3.85,4.53,6.15,8.7,0.05,5.87,3.85,285.0,,111.0,110.0,20.0,241.3,170.2,90.0,50.3,104.1,17.7,3.22,1.59
2012-09-01 08:45:00+00:00,50,7.875,,25.06,3.97,4.57,5.8,8.43,,5.96,3.97,270.0,,111.0,110.0,20.0,245.3,169.7,96.6,54.2,108.4,17.9,3.18,1.72
2012-09-01 09:00:00+00:00,70,8.05,,24.17,5.55,,5.55,8.6,,6.03,,271.0,,,110.0,20.0,275.6,181.0,127.2,71.0,137.1,24.1,3.0,2.03
2012-09-01 09:15:00+00:00,50,8.275,,23.93,6.15,,6.15,8.82,,6.1,,320.0,,,110.0,20.0,280.0,185.6,120.0,67.0,131.0,24.4,2.89,1.7
2012-09-01 09:30:00+00:00,50,8.075,,24.02,3.92,4.5,5.38,8.63,,6.14,3.92,288.5,,110.0,110.0,20.0,273.1,185.1,111.4,63.8,119.0,22.2,2.97,1.83
2012-09-01 09:45:00+00:00,50,8.325,,24.19,4.03,4.88,6.3,8.9,0.03,6.17,4.03,331.0,,107.0,110.0,20.0,276.7,183.3,117.7,65.6,129.4,24.2,2.91,1.65
2012-09-01 10:00:00+00:00,70,8.325,,24.73,6.03,,6.03,8.88,,6.17,,322.5,,,110.0,20.0,269.8,183.1,106.9,60.5,118.6,22.5,2.97,1.59
2012-09-01 10:15:00+00:00,50,8.85,,24.91,6.25,,6.25,9.43,0.03,6.16,,332.5,,,110.0,20.0,293.9,196.4,123.9,69.2,131.9,28.9,2.82,1.7
2012-09-01 10:30:00+00:00,70,8.925,,26.41,6.0,,6.0,9.5,0.03,6.14,,317.5,,,110.0,20.0,276.3,193.5,102.8,58.4,113.2,25.1,2.96,1.56
2012-09-01 10:45:00+00:00,70,9.15,,26.51,5.75,,5.75,9.7,,6.11,,300.0,,,110.0,20.0,289.5,199.3,117.9,66.6,122.8,29.7,2.9,1.9
2012-09-01 11:00:00+00:00,0,9.3,5.0,26.85,4.53,,4.53,9.85,,,,217.5,318.5,,110.0,20.0,,,,,,,2.89,
2012-09-01 11:15:00+00:00,70,9.337,5.86,26.83,5.88,,5.88,9.88,,6.03,,317.5,317.5,,110.0,20.0,293.9,208.7,99.6,64.7,136.0,30.2,2.88,1.53
2012-09-01 11:30:00+00:00,70,9.3,,27.01,5.85,,5.85,9.85,,6.0,,320.0,,,110.0,20.0,288.2,204.7,105.5,60.2,111.7,28.2,2.9,1.66
2012-09-01 11:45:00+00:00,0,9.5,4.65,27.64,4.22,,4.22,10.05,,,,197.5,301.0,,110.0,20.0,,,,,,,2.91,
2012-09-01 12:00:00+00:00,0,9.475,6.13,27.9,6.15,,6.15,10.02,,,,318.8,319.4,,110.0,20.0,,,,,,,2.94,
2012-09-01 12:15:00+00:00,0,9.45,4.7,27.96,4.72,,4.72,10.0,,,,255.0,258.1,,110.0,20.0,,,,,,,2.96,
2012-09-01 12:30:00+00:00,70,9.5,,26.94,6.0,,6.0,10.05,,5.95,,297.5,,,110.0,20.0,298.9,205.2,123.8,68.7,128.8,33.0,2.84,1.86
2012-09-01 12:45:00+00:00,50,9.475,,27.32,6.35,,6.35,10.02,,5.96,,315.0,,,110.0,20.0,289.4,201.9,113.7,62.7,120.5,30.1,2.88,1.7
2012-09-01 13:00:00+00:00,0,9.25,4.6,27.56,4.3,,4.3,9.8,,,,242.5,273.8,,110.0,20.0,,,,,,,2.98,
2012-09-01 13:15:00+00:00,70,9.5,,27.27,5.13,,5.13,10.05,,6.03,,292.5,,,110.0,20.0,299.4,216.8,109.5,62.0,112.7,30.1,2.87,1.9
2012-09-01 13:30:00+00:00,70,9.375,,27.99,5.75,,5.75,9.93,,6.07,,311.0,,,110.0,20.0,282.5,207.3,96.8,54.3,105.3,25.9,2.98,1.58
2012-09-01 13:45:00+00:00,50,9.875,,28.45,6.28,,6.28,10.43,,6.12,,307.5,,,110.0,20.0,296.5,210.7,114.6,62.7,119.0,32.7,2.88,1.81
2012-09-01 14:00:00+00:00,0,9.65,3.95,28.78,3.78,,3.78,10.2,,,,220.0,226.0,,110.0,20.0,,,,,,,2.98,
2012-09-01 14:15:00+00:00,0,10.05,4.28,28.99,4.3,,4.3,10.6,,,,258.8,260.0,,110.0,20.0,,,,,,,2.88,
2012-09-01 14:30:00+00:00,50,10.0,,29.22,5.53,,5.53,10.55,,6.24,,282.5,,,110.0,20.0,296.2,215.8,110.0,60.3,114.0,32.1,2.92,1.93
2012-09-01 14:45:00+00:00,70,9.55,,29.5,4.5,,4.5,10.1,,6.26,,280.0,,,110.0,20.0,279.0,220.6,79.4,45.2,84.5,22.6,3.09,1.84
2012-09-01 15:00:00+00:00,70,10.075,,30.82,4.55,,4.55,10.63,,6.27,,276.0,,,110.0,20.0,285.9,228.0,79.3,44.4,86.0,24.8,3.06,1.7
2012-09-01 15:15:00+00:00,70,10.325,,31.15,4.0,,4.0,10.88,,6.26,,265.0,,,110.0,20.0,292.5,229.0,89.2,49.5,90.6,28.4,3.02,2.12
2012-09-01 15:30:00+00:00,70,9.15,,30.89,4.03,,4.03,9.7,,6.24,,266.0,,,110.0,20.0,254.6,216.6,52.1,30.1,68.8,14.3,3.38,1.17
2012-09-01 15:45:00+00:00,70,10.1,,31.74,3.78,,3.78,10.65,,6.19,,253.5,,,110.0,20.0,279.9,228.1,72.7,40.2,78.0,22.3,3.14,1.83
2012-09-01 16:00:00+00:00,70,10.275,,32.5,1.85,2.67,3.4,10.82,,6.12,2.03,253.5,,130.0,101.4,11.3,277.0,224.8,74.0,40.9,75.0,23.3,3.16,2.14
2012-09-01 16:15:00+00:00,70,8.225,,30.05,2.8,,2.8,8.77,,6.04,,248.5,,,110.0,20.0,240.5,218.5,30.7,17.8,42.0,7.2,3.65,1.04
2012-09-01 16:30:00+00:00,70,10.25,,33.21,2.67,,2.67,10.8,,5.94,,243.5,,,110.0,20.0,274.3,229.8,63.5,34.4,63.8,19.3,3.24,2.16
2012-09-01 16:45:00+00:00,50,10.325,,33.44,1.8,2.03,3.13,10.88,,5.82,1.8,236.0,,113.0,110.0,20.0,273.3,226.4,67.2,35.9,66.7,20.2,3.24,2.2
2012-09-01 17:00:00+00:00,70,8.125,,30.34,2.22,,2.22,8.68,,5.68,,228.5,,,110.0,20.0,238.2,220.2,26.3,14.3,28.7,5.3,3.73,1.63
2012-09-01 17:15:00+00:00,50,9.45,,31.72,1.73,2.17,3.13,10.0,,5.54,1.73,231.0,,108.0,110.0,20.0,269.2,233.6,51.0,26.9,48.9,12.5,3.36,2.44
2012-09-01 17:30:00+00:00,100,9.05,,29.7,2.8,,2.8,9.6,,5.39,,228.5,,,110.0,20.0,277.9,237.0,58.2,30.9,53.1,12.9,3.28,3.08
2012-09-01 17:45:00+00:00,100,8.925,,28.36,2.47,3.0,3.0,9.48,,5.23,2.47,233.5,,103.0,110.0,20.0,292.1,245.4,66.1,35.3,58.9,14.3,3.18,3.54
2012-09-01 18:00:00+00:00,100,8.8,,27.92,2.67,3.17,3.58,9.35,,5.06,2.67,242.5,,102.0,110.0,20.0,295.7,252.6,61.0,32.9,53.7,12.9,3.17,3.86
2012-09-01 18:15:00+00:00,100,6.525,,23.59,4.03,,4.03,7.07,,4.9,,249.5,,,110.0,20.0,256.8,238.5,26.6,13.7,26.6,3.1,3.62,1.99
2012-09-01 18:30:00+00:00,100,8.125,,26.42,3.1,,3.1,8.68,,4.74,,236.0,,,110.0,20.0,285.9,246.3,56.0,30.1,49.8,10.1,3.25,3.63
2012-09-01 18:45:00+00:00,100,8.05,,24.99,3.25,,3.25,8.6,,4.58,,236.0,,,110.0,20.0,302.7,252.6,70.5,38.2,60.7,12.5,3.1,4.46
2012-09-01 19:00:00+00:00,100,6.6,,22.71,1.88,2.75,3.4,7.15,,4.43,1.88,244.5,,102.0,110.0,20.0,270.7,244.6,37.4,19.9,35.0,4.5,3.44,2.72
2012-09-01 19:15:00+00:00,100,7.95,,24.21,2.63,,2.63,8.5,,4.28,,241.0,,,110.0,20.0,311.3,257.4,76.2,40.7,67.9,13.0,3.05,3.56
2012-09-01 19:30:00+00:00,100,7.75,,23.35,3.42,,3.42,8.32,0.03,4.14,,256.0,,,110.0,20.0,320.1,270.1,70.5,38.3,61.1,11.6,3.01,4.3
2012-09-01 19:45:00+00:00,100,7.475,,22.46,2.63,,2.63,8.02,,4.01,,247.0,,,110.0,20.0,316.5,262.6,76.1,40.8,67.3,11.5,3.01,3.74
2012-09-01 20:00:00+00:00,100,7.0,,20.93,3.3,,3.3,7.55,,3.89,,264.5,,,110.0,20.0,323.9,274.2,70.2,38.1,61.3,9.5,2.99,4.07
2012-09-01 20:15:00+00:00,100,6.975,,19.98,3.97,,3.97,7.53,,3.78,,296.0,,,110.0,20.0,349.7,297.3,75.1,40.1,69.2,10.1,2.86,2.95
2012-09-01 20:30:00+00:00,100,7.1,,19.98,2.7,,2.7,7.65,,3.68,,284.5,,,110.0,20.0,353.0,293.5,84.6,45.2,76.5,11.6,2.81,3.25
2012-09-01 20:45:00+00:00,100,7.05,,20.36,3.4,,3.4,7.6,,3.59,,296.0,,,110.0,20.0,345.0,294.7,72.0,38.4,66.8,9.8,2.89,2.85
2012-09-01 21:00:00+00:00,0,7.3,,20.67,2.75,,2.75,7.85,,3.52,,283.5,,,110.0,20.0,351.1,293.7,81.7,43.6,74.1,11.9,2.83,3.22
2012-09-01 21:15:00+00:00,0,7.2,,20.91,2.55,,2.55,7.75,,3.46,,276.0,,,110.0,20.0,338.6,285.4,75.7,40.3,68.8,10.7,2.9,3.17
2012-09-01 21:30:00+00:00,100,5.1,,17.04,2.83,,2.83,5.65,,3.41,,277.0,,,110.0,20.0,286.8,262.5,35.4,18.3,35.8,2.5,3.34,1.92
2012-09-01 21:45:00+00:00,0,7.05,,20.59,2.65,,2.65,7.63,0.03,3.38,,268.5,,,110.0,20.0,335.5,280.5,77.9,41.7,69.5,10.5,2.92,3.54
2012-09-01 22:00:00+00:00,100,5.05,,16.86,2.88,,2.88,5.6,,3.37,,271.0,,,110.0,20.0,285.7,260.8,36.0,18.7,35.7,2.5,3.34,2.07
2012-09-01 22:15:00+00:00,0,6.95,,19.83,2.67,,2.67,7.5,,3.37,,272.0,,,110.0,20.0,343.8,286.1,81.8,43.8,72.8,10.8,2.85,3.57
2012-09-01 22:30:00+00:00,100,5.025,,17.4,4.0,,4.0,5.78,0.2,3.38,,301.0,,,110.0,20.0,278.6,258.7,29.0,14.6,31.0,2.0,3.46,1.56
2012-09-01 22:45:00+00:00,100,6.775,,19.42,3.0,,3.0,7.32,,3.39,,286.0,,,110.0,20.0,345.7,291.5,77.1,41.3,69.5,9.7,2.87,3.32
2012-09-01 23:00:00+00:00,100,6.725,,18.87,2.55,,2.55,7.28,,3.41,,284.5,,,110.0,20.0,353.2,293.7,84.7,45.1,77.2,10.4,2.81,3.13
2012-09-01 23:15:00+00:00,100,5.125,,16.83,3.38,,3.38,5.68,,3.43,,306.0,,,110.0,20.0,297.6,271.6,38.1,19.1,40.8,2.7,3.28,1.55
2012-09-01 23:30:00+00:00,100,5.95,,17.23,3.4,,3.4,6.5,,3.45,,308.5,,,110.0,20.0,339.3,294.6,64.6,33.8,62.8,6.3,2.89,2.25
2012-09-01 23:45:00+00:00,100,6.575,,18.19,2.85,,2.85,7.13,,3.45,,306.0,,,110.0,20.0,364.8,305.7,84.6,44.9,78.7,10.0,2.77,2.8
2012-09-02 00:00:00+00:00,100,4.825,,15.79,3.55,,3.55,5.38,,3.45,,317.0,,,110.0,20.0,297.4,271.4,38.1,19.0,41.5,2.4,3.27,1.46
2012-09-02 00:15:00+00:00,100,6.4,,17.53,2.6,,2.6,6.95,,3.42,,301.0,,,110.0,20.0,367.3,304.3,89.8,47.9,82.5,10.1,2.74,3.0
2012-09-02 00:30:00+00:00,100,6.425,,17.66,2.8,,2.8,6.97,,3.38,,299.5,,,110.0,20.0,364.5,302.4,88.6,47.3,80.8,10.0,2.75,3.11
2012-09-02 00:45:00+00:00,100,6.275,,17.14,3.05,,3.05,6.82,,3.33,,309.5,,,110.0,20.0,369.2,306.8,89.1,47.5,82.1,9.6,2.73,2.95
2012-09-02 01:00:00+00:00,100,6.35,,17.05,3.08,,3.08,6.9,,3.26,,318.5,,,110.0,20.0,379.1,313.7,93.8,49.8,87.5,10.4,2.69,2.75
2012-09-02 01:15:00+00:00,100,4.7,,14.55,2.63,,2.63,5.25,,3.19,,312.0,,,110.0,20.0,318.0,282.9,51.2,26.1,53.9,3.1,3.1,1.68
2012-09-02 01:30:00+00:00,100,4.675,,14.64,3.75,,3.75,5.22,,3.12,,338.5,,,110.0,20.0,309.6,276.1,48.8,24.7,51.2,2.9,3.13,1.68
2012-09-02 01:45:00+00:00,0,6.2,,17.04,3.1,,3.1,6.75,,3.05,,316.0,,,110.0,20.0,366.8,306.1,87.2,46.1,82.9,9.2,2.75,2.51
2012-09-02 02:00:00+00:00,100,5.9,,16.69,3.13,,3.13,6.45,,2.99,,313.5,,,110.0,20.0,350.3,297.2,76.6,40.2,74.5,7.3,2.83,2.26
2012-09-02 02:15:00+00:00,0,6.175,,17.01,2.83,,2.83,6.72,,2.95,,301.0,,,110.0,20.0,364.1,299.6,92.1,49.1,85.0,9.6,2.75,2.92
2012-09-02 02:30:00+00:00,100,4.375,,14.81,3.25,,3.25,4.93,,2.94,,308.0,,,110.0,20.0,282.0,257.5,36.0,17.7,40.7,1.9,3.38,1.29
2012-09-02 02:45:00+00:00,100,3.675,,12.6,2.6,,2.6,4.22,,2.96,,298.5,,,110.0,20.0,277.3,252.7,35.7,17.6,41.6,1.3,3.43,1.22
2012-09-02 03:00:00+00:00,100,4.45,,15.11,3.03,,3.03,5.0,,3.0,,293.5,,,110.0,20.0,278.3,252.1,38.0,19.0,43.4,2.1,3.39,1.3
2012-09-02 03:15:00+00:00,100,5.5,,16.33,2.8,,2.8,6.05,,3.08,,293.5,,,110.0,20.0,320.7,271.4,70.7,37.2,70.9,5.9,2.97,2.07
2012-09-02 03:30:00+00:00,70,5.875,,16.2,1.8,,1.8,6.43,,3.19,,275.0,,,110.0,20.0,335.5,272.8,89.3,47.1,88.6,8.5,2.76,2.18
2012-09-02 03:45:00+00:00,70,5.1,,17.28,2.2,,2.2,5.65,,3.33,,268.5,,,110.0,20.0,268.1,239.4,40.6,22.3,49.3,3.3,3.39,1.3
2012-09-02 04:00:00+00:00,70,5.125,,18.88,2.78,,2.78,5.68,,3.48,,243.5,,,110.0,20.0,231.4,204.3,36.6,20.1,49.1,3.0,3.68,1.08
2012-09-02 04:15:00+00:00,70,7.025,,24.89,2.78,,2.78,7.57,,3.65,,237.5,,,110.0,20.0,240.9,209.9,43.7,24.4,50.7,6.7,3.54,1.52
2012-09-02 04:30:00+00:00,70,6.975,,24.91,2.6,,2.6,7.55,0.03,3.83,,223.5,,,110.0,20.0,233.3,198.4,49.2,27.6,51.9,7.4,3.57,1.99
2012-09-02 04:45:00+00:00,70,7.5,,23.02,2.78,,2.78,8.05,,4.0,,221.0,,,110.0,20.0,284.8,200.6,116.8,61.9,126.2,18.2,3.07,1.95
2012-09-02 05:00:00+00:00,50,7.6,,26.57,4.4,,4.4,8.18,0.03,4.18,,250.0,,,110.0,20.0,235.2,193.8,54.6,30.2,72.4,9.8,3.5,1.16
2012-09-02 05:15:00+00:00,70,6.75,,26.35,3.25,,3.25,7.32,0.03,4.34,,226.0,,,110.0,20.0,207.3,184.0,29.1,18.4,47.5,5.0,3.9,1.0
2012-09-02 05:30:00+00:00,70,6.35,,23.4,3.78,,3.78,7.25,0.35,4.5,,233.5,,,110.0,20.0,213.3,175.2,47.0,28.1,68.6,6.4,3.69,1.11
2012-09-02 05:45:00+00:00,50,7.175,,23.15,3.03,3.6,6.22,7.85,0.13,4.64,3.03,339.5,,112.0,110.0,20.0,240.4,178.9,77.2,41.7,105.4,11.7,3.23,1.17
2012-09-02 06:00:00+00:00,50,7.075,,25.72,3.08,3.65,4.3,7.7,0.08,4.77,3.08,266.0,,112.0,110.0,20.0,223.5,183.9,45.8,28.3,74.7,8.2,3.64,1.0
2012-09-02 06:15:00+00:00,50,6.825,,23.27,3.17,4.15,4.32,7.38,,4.89,3.17,248.5,,107.0,110.0,20.0,230.6,174.4,71.8,41.5,84.6,10.5,3.41,1.66
2012-09-02 06:30:00+00:00,70,7.9,,23.56,5.63,,5.63,8.45,,5.01,,280.0,,,110.0,20.0,278.9,192.4,116.6,64.3,124.8,21.2,2.98,1.95
2012-09-02 06:45:00+00:00,70,7.656,4.59,25.9,4.6,,4.6,8.4,0.2,5.12,,242.5,243.8,,110.0,20.0,243.9,197.6,41.5,34.5,89.6,11.5,3.39,1.0
2012-09-02 07:00:00+00:00,100,8.3,,28.0,3.95,,3.95,8.85,,5.22,,208.5,,,110.0,20.0,248.3,203.8,55.7,35.0,79.7,13.7,3.37,1.12
2012-09-02 07:15:00+00:00,70,8.3,,28.56,3.28,3.85,4.65,8.9,0.05,5.33,3.28,268.5,,104.0,110.0,20.0,236.1,190.3,55.6,34.1,84.3,13.3,3.44,1.01
2012-09-02 07:30:00+00:00,100,8.175,,28.0,4.0,,4.0,8.73,,5.44,,196.0,,,110.0,20.0,240.0,191.6,63.5,39.1,69.6,14.4,3.42,2.02
2012-09-02 07:45:00+00:00,0,7.675,4.43,26.08,4.32,,4.32,8.23,,,,248.8,271.0,,110.0,20.0,,,,,,,3.4,
2012-09-02 08:00:00+00:00,50,7.475,,23.0,6.63,,6.63,8.02,,5.66,,333.8,,,110.0,20.0,248.6,169.0,103.6,57.5,116.0,17.0,3.08,1.78
2012-09-02 08:15:00+00:00,50,7.45,,22.06,3.63,4.5,6.35,8.0,,5.77,3.63,337.5,,104.0,110.0,20.0,263.3,173.5,116.8,64.9,129.7,19.0,2.96,1.8
2012-09-02 08:30:00+00:00,70,7.725,,21.83,4.63,,4.63,8.27,,5.87,,272.0,,,110.0,20.0,297.0,193.9,134.0,76.1,143.0,24.0,2.83,1.93
2012-09-02 08:45:00+00:00,70,8.05,,22.74,5.38,,5.38,8.6,,5.96,,328.5,,,110.0,20.0,294.8,198.7,118.8,68.6,125.6,23.9,2.83,1.73
2012-09-02 09:00:00+00:00,70,8.212,5.56,24.16,5.57,,5.57,8.75,,6.03,,340.0,340.0,,110.0,20.0,282.7,200.0,87.0,61.2,128.2,22.2,2.95,1.44
2012-09-02 09:15:00+00:00,50,8.8,,25.35,6.6,,6.6,9.35,,6.1,,330.0,,,110.0,20.0,284.1,189.8,121.7,67.4,130.7,27.7,2.88,1.74
2012-09-02 09:30:00+00:00,100,9.175,,26.76,4.53,,4.53,9.73,,6.14,,231.3,,,110.0,20.0,299.8,216.9,111.1,65.1,112.6,29.4,2.92,2.21
2012-09-02 09:45:00+00:00,50,9.525,,27.67,6.53,,6.53,10.07,,6.17,,316.3,,,110.0,20.0,284.9,196.1,114.8,63.5,122.1,30.8,2.9,1.7
2012-09-02 10:00:00+00:00,50,9.525,,28.91,6.78,,6.78,10.07,,6.17,,302.5,,,110.0,20.0,265.7,187.6,99.0,54.7,111.2,26.7,3.04,1.51
2012-09-02 10:15:00+00:00,50,9.675,,30.67,6.32,,6.32,10.23,,6.16,,295.0,,,110.0,20.0,254.6,187.8,83.4,47.0,100.8,23.9,3.17,1.34
2012-09-02 10:30:00+00:00,50,9.925,,31.13,6.18,,6.18,10.48,,6.14,,282.5,,,110.0,20.0,260.1,189.9,91.4,51.3,98.6,27.2,3.14,1.71
2012-09-02 10:45:00+00:00,50,9.45,,30.86,6.3,,6.3,10.0,,6.11,,277.5,,,110.0,20.0,243.3,179.1,81.1,45.6,96.2,22.0,3.27,1.44
2012-09-02 11:00:00+00:00,50,9.25,,29.66,3.7,4.65,4.78,9.8,,6.07,3.7,272.5,,105.0,110.0,20.0,257.4,199.8,75.2,45.3,80.0,21.2,3.21,1.95
2012-09-02 11:15:00+00:00,50,8.925,,28.49,3.92,4.65,6.53,9.48,,6.03,3.92,273.8,,105.0,110.0,20.0,246.7,174.0,94.7,52.4,104.7,22.2,3.19,1.73
2012-09-02 11:30:00+00:00,70,9.038,6.03,26.65,6.05,,6.05,9.57,,6.0,,285.0,285.0,,110.0,20.0,277.6,190.3,100.6,64.4,131.4,27.9,2.95,1.69
2012-09-02 11:45:00+00:00,0,8.275,4.72,27.18,4.2,,4.2,8.82,,,,207.5,258.5,,110.0,20.0,,,,,,,3.28,
2012-09-02 12:00:00+00:00,50,8.65,,25.74,6.7,,6.7,9.2,,5.95,,327.5,,,110.0,20.0,267.5,182.5,107.6,59.3,120.6,23.7,2.98,1.57
2012-09-02 12:15:00+00:00,70,8.325,,27.68,5.93,,5.93,9.2,0.32,5.94,,288.5,,,110.0,20.0,235.5,172.6,75.4,43.0,103.9,16.3,3.33,1.16
2012-09-02 12:30:00+00:00,100,8.387,4.68,25.99,4.3,,4.3,8.93,,5.95,,233.5,266.0,,110.0,20.0,267.3,195.5,92.7,55.9,109.1,21.0,3.1,1.82
2012-09-02 12:45:00+00:00,70,8.325,,25.76,5.25,,5.25,8.95,0.08,5.96,,287.5,,,110.0,20.0,262.5,189.2,92.6,53.3,101.2,20.0,3.09,1.71
2012-09-02 13:00:00+00:00,100,8.325,,24.7,4.0,,4.0,8.88,,5.99,,217.5,,,110.0,20.0,292.7,210.3,111.3,64.8,114.8,24.0,2.97,2.22
2012-09-02 13:15:00+00:00,70,7.938,5.53,24.86,5.55,,5.55,8.48,,6.03,,292.5,292.5,,110.0,20.0,254.2,182.7,69.3,50.3,111.9,17.1,3.14,1.33
